DATA,ATTACCHI INFORMATICI E INTERNET,MIGRAZIONE,AMBIENTE,TERRORISMO,VIOLENZA DI GENERE E DISCRIMINAZIONE,ORGANIZZAZIONI CRIMINALI,GUERRA E PACE,ELEZIONI
2017/12/05,3,51,25,33,26,28,69,29
2017/12/06,1,47,47,37,29,36,57,29
2017/12/07,3,40,36,39,18,24,47,24
2017/12/08,0,45,30,37,24,25,64,26
2017/12/09,2,20,12,9,3,10,15,6
2019/02/12,2,31,21,17,12,25,36,10
2019/02/13,7,60,43,66,29,70,92,49
2019/02/14,5,58,45,57,27,51,88,40
2019/02/15,3,55,39,59,24,58,94,38
2019/02/16,4,23,21,34,6,24,58,29
2019/02/17,1,15,12,16,11,16,28,6
2019/02/18,7,24,16,25,11,17,45,28
2019/02/19,1,43,33,51,20,36,70,36
2019/02/20,5,64,52,51,25,45,73,33
2019/02/21,7,69,48,57,45,59,88,53
2019/02/22,2,55,42,48,31,54,89,39
2019/02/23,0,21,20,26,10,21,47,24
2019/02/24,2,17,14,22,7,16,41,17
2019/02/25,1,43,38,53,22,34,76,39
2019/02/26,7,47,36,55,22,42,83,41
2019/02/27,13,65,32,63,32,62,101,75
2019/02/28,6,47,33,48,34,43,90,52
2019/03/01,5,50,37,63,25,45,110,44
2019/03/02,3,28,19,32,16,25,44,25
2019/03/03,2,14,18,20,14,11,29,15
2019/03/04,8,42,40,40,19,39,77,30
2019/03/05,1,51,51,35,26,54,82,35
2019/03/06,7,59,38,38,20,48,64,35
2019/03/07,11,54,38,42,31,52,75,36
2019/03/08,8,54,43,43,35,51,81,42
2019/03/09,1,34,22,30,12,26,42,22
2019/03/10,0,15,8,20,5,8,24,16
2019/03/11,5,40,38,37,19,29,73,33
2019/03/12,7,50,42,47,21,37,96,36
2019/03/13,7,45,32,33,9,48,71,45
2019/03/14,6,48,40,66,29,76,115,41
2019/03/15,5,71,45,83,35,51,99,40
2019/03/16,1,35,25,39,17,29,56,31
2019/03/17,2,27,20,28,9,22,40,15
2019/03/18,6,41,23,45,21,28,50,27
2019/03/19,3,50,30,44,21,35,57,29
2019/03/20,1,60,38,55,21,31,77,35
2019/03/21,6,49,39,52,14,56,73,39
2019/03/22,15,59,37,52,19,48,75,53
2019/03/23,2,23,19,23,12,14,28,24
2019/03/24,1,23,20,21,11,15,31,19
2019/03/25,4,40,27,47,20,53,64,58
2019/03/26,7,51,42,55,21,41,78,54
2019/03/27,4,50,42,45,22,41,69,35
2019/03/28,8,55,38,59,32,49,82,38
2019/03/29,1,58,36,40,17,41,54,39
2019/03/30,1,22,21,25,8,19,43,20
2019/03/31,1,19,9,26,9,23,33,16
2019/04/01,5,41,31,33,24,39,53,36
2019/04/02,3,42,30,31,16,34,63,35
2019/04/03,5,46,32,46,28,39,81,46
2019/04/04,5,41,34,43,24,33,61,34
2019/04/05,2,51,36,38,22,37,52,29
2019/04/06,2,25,15,21,12,20,33,19
2019/04/07,0,15,10,19,7,6,29,14
2019/04/08,2,39,22,37,11,20,47,28
2019/04/09,3,45,37,50,23,36,74,51
2019/04/10,6,68,54,71,32,43,93,63
2019/04/11,14,59,53,65,24,53,86,49
2019/04/12,12,50,32,48,19,48,62,27
2019/04/13,1,21,9,14,7,16,25,8
2019/04/14,0,17,10,16,10,8,18,17
2019/04/15,6,35,25,30,17,17,47,23
2019/04/16,4,34,19,26,19,14,56,17
2019/04/17,1,46,31,32,15,26,58,22
2019/04/18,10,38,35,37,13,32,44,53
2019/04/19,9,43,19,28,15,36,48,39
2019/04/20,4,20,16,21,11,24,34,23
2019/04/21,2,15,8,22,10,12,21,20
2019/04/22,3,40,27,46,15,40,57,33
2019/04/23,2,35,28,45,18,26,61,24
2019/04/24,4,37,26,43,17,37,56,28
2019/04/25,4,34,25,39,18,42,54,34
2019/04/26,3,43,27,38,23,30,55,26
2019/04/27,2,26,14,20,7,11,33,9
2019/04/28,0,11,6,11,7,9,17,14
2019/04/29,1,32,28,40,10,21,49,29
2019/04/30,4,40,35,37,17,20,50,30
2019/05/01,5,43,34,33,19,21,57,21
2019/05/02,6,52,40,53,16,31,60,33
2019/05/03,4,41,36,32,12,34,49,26
2019/05/04,2,20,9,19,11,11,33,23
2019/05/05,2,16,10,12,7,9,21,11
2019/05/06,0,23,20,23,11,11,47,20
2019/05/07,7,33,27,23,13,28,54,31
2019/05/08,4,52,14,41,17,28,70,37
2019/05/09,3,41,37,42,17,30,87,44
2019/05/10,6,49,28,32,14,26,77,37
2019/05/11,4,31,23,37,13,22,45,24
2019/05/12,1,22,19,20,8,16,31,15
2019/05/13,1,30,36,38,14,37,71,28
2019/05/14,6,51,53,50,20,43,83,46
2019/05/15,5,49,32,44,13,32,83,33
2019/05/16,8,68,44,68,28,51,94,51
2019/05/17,6,49,35,46,18,33,70,42
2019/05/18,0,32,18,29,12,27,41,23
2019/05/19,1,19,11,18,6,11,31,26
2019/05/20,4,36,27,33,14,24,52,40
2019/05/21,2,45,21,30,21,28,52,31
2019/05/22,3,33,32,33,22,22,45,27
2019/05/23,1,43,29,41,20,27,68,32
2019/05/24,7,55,24,42,18,32,66,41
2019/05/25,3,23,18,22,10,11,40,22
2019/05/26,1,9,10,15,5,8,17,12
2019/05/27,1,14,12,18,6,10,22,23
2019/05/28,2,34,28,31,17,21,54,27
2019/05/29,3,42,36,42,24,42,58,42
2019/05/30,5,54,35,35,29,45,65,40
2019/05/31,2,52,30,23,16,28,58,19
2019/06/01,2,28,11,25,13,26,30,13
2019/06/02,3,16,9,13,6,6,27,14
2019/06/03,2,52,35,33,24,29,62,22
2019/06/04,6,55,44,40,24,38,88,33
2019/06/05,3,53,28,34,24,31,71,28
2019/06/06,7,65,33,42,35,41,91,35
2019/06/07,2,53,36,36,27,29,82,34
2019/06/08,4,24,18,21,12,24,37,19
2019/06/09,0,17,12,9,10,10,21,12
2019/06/10,2,40,30,30,14,29,61,27
2019/06/11,4,47,24,24,17,33,54,22
2019/06/12,4,43,26,43,16,33,73,30
2019/06/13,6,51,38,50,13,28,72,39
2019/06/14,3,52,27,35,29,43,75,35
2019/06/15,3,22,13,21,11,22,45,26
2019/06/16,2,29,11,24,9,30,32,18
2019/06/17,7,53,31,24,22,26,64,32
2019/06/18,3,53,42,46,37,51,91,42
2019/06/19,3,71,48,50,38,40,102,33
2019/06/20,4,58,54,52,34,46,106,50
2019/06/21,7,67,44,54,31,38,84,45
2019/06/22,5,30,19,25,13,13,40,26
2019/06/23,1,28,11,23,12,21,48,25
2019/06/24,7,54,38,31,25,35,60,32
2019/06/25,2,57,28,35,24,26,65,30
2019/06/26,6,66,48,45,26,45,105,56
2019/06/27,7,86,51,49,26,47,108,78
2019/06/28,9,84,48,56,56,49,95,73
2019/06/29,4,44,19,30,20,34,59,29
2019/06/30,0,33,14,20,33,25,49,12
2019/07/01,6,30,41,29,15,26,72,27
2019/07/02,4,36,42,45,18,34,79,34
2019/07/03,6,56,42,45,14,34,86,25
2019/07/04,1,42,29,29,13,29,57,32
2019/07/05,3,43,24,20,18,31,56,22
2019/07/06,0,18,19,25,12,13,33,21
2019/07/07,3,20,13,17,2,12,26,16
2019/07/08,3,47,35,34,17,20,61,24
2019/07/09,1,36,30,33,13,36,56,32
2019/07/10,1,58,41,43,26,38,75,31
2019/07/11,4,60,47,52,24,51,88,25
2019/07/12,3,47,39,38,24,39,58,25
2019/07/13,1,26,25,21,8,17,33,14
2019/07/14,1,24,28,12,10,16,27,13
2019/07/15,1,41,34,29,36,27,66,29
2019/07/16,3,56,29,34,29,36,65,27
2019/07/17,1,55,29,42,34,42,75,29
2019/07/18,3,57,41,46,40,33,66,27
2019/07/19,7,49,48,49,30,37,80,29
2019/07/20,4,28,25,18,17,17,32,17
2019/07/21,0,16,12,13,8,14,27,10
2019/07/22,8,36,43,33,11,34,67,29
2019/07/23,6,53,33,37,20,36,66,34
2019/07/24,5,36,35,26,16,37,54,30
2019/07/25,6,47,45,41,23,47,73,38
2019/07/26,8,50,38,32,17,43,69,32
2019/07/27,2,25,22,28,12,15,39,20
2019/07/28,3,16,10,20,12,18,42,19
2019/07/29,1,43,33,38,21,37,62,27
2019/07/30,11,64,36,38,29,46,88,35
2019/07/31,4,58,37,45,23,32,68,37
2019/08/01,6,61,43,47,23,49,82,47
2019/08/02,3,45,48,37,33,44,87,39
2019/08/03,1,24,15,16,17,15,39,16
2019/08/04,1,19,14,25,13,16,31,10
2019/08/05,4,41,34,64,28,34,83,26
2019/08/06,4,49,37,58,33,40,87,35
2019/08/07,1,64,30,62,28,43,95,25
2019/08/08,3,51,51,63,30,46,87,33
2019/08/09,5,66,51,50,24,40,88,32
2019/08/10,2,37,28,50,13,22,66,24
2019/08/11,0,25,14,26,8,21,28,12
2019/08/12,1,42,38,40,12,37,64,27
2019/08/13,6,45,37,39,23,27,82,35
2019/08/14,4,53,36,45,33,33,78,22
2019/08/15,6,52,31,55,25,35,69,30
2019/08/16,2,45,27,34,15,21,56,23
2019/08/17,0,21,21,22,4,17,41,17
2019/08/18,1,26,9,23,7,20,31,11
2019/08/19,1,38,32,41,21,24,56,24
2019/08/20,6,54,39,45,13,29,68,27
2019/08/21,2,39,30,44,11,33,76,33
2019/08/22,3,54,41,58,20,35,107,42
2019/08/23,6,50,41,45,15,27,70,32
2019/08/24,0,20,29,21,11,21,46,13
2019/08/25,1,15,19,15,2,13,40,10
2019/08/26,2,30,35,32,8,21,57,19
2019/08/27,5,33,54,33,11,35,63,33
2019/08/28,6,45,45,41,15,30,77,29
2019/08/29,6,56,51,39,22,28,65,34
2019/08/30,4,35,35,46,15,41,71,32
2019/08/31,1,25,26,25,5,18,36,15
2019/09/01,0,14,22,23,5,16,43,15
2019/09/02,0,26,24,29,6,15,40,18
2019/09/03,1,56,48,50,17,42,74,28
2019/09/04,3,56,71,37,19,34,79,49
2019/09/05,4,50,68,47,22,46,86,51
2019/09/06,8,50,46,30,20,33,66,38
2015/08/26,2,2,3,3,0,4,3,1
2015/08/27,2,60,39,75,20,51,89,25
2015/08/28,10,73,47,59,16,53,90,25
2015/08/29,2,30,29,44,11,35,61,20
2015/08/30,0,19,20,22,6,15,39,7
2015/08/31,5,53,48,54,12,49,79,29
2015/09/01,3,70,45,67,24,59,100,28
2015/09/02,5,74,43,61,23,58,107,27
2015/09/03,2,56,53,58,23,64,108,34
2015/09/04,1,67,42,62,26,58,95,23
2015/09/05,1,43,25,33,14,20,52,20
2015/09/06,0,32,15,24,15,23,43,10
2015/09/07,3,41,27,33,20,31,78,23
2015/09/08,1,49,33,50,20,41,78,30
2015/09/09,7,64,32,73,33,43,108,35
2015/09/10,3,77,49,62,24,45,103,32
2015/09/11,2,81,49,79,27,57,115,38
2015/09/12,4,31,26,33,15,28,50,24
2015/09/13,1,27,19,29,10,20,40,16
2015/09/14,6,64,43,59,26,36,85,32
2015/09/15,3,68,49,55,24,57,97,29
2015/09/16,6,83,52,70,30,55,112,34
2015/09/17,3,79,45,46,25,57,94,44
2015/09/18,3,81,48,67,25,46,113,31
2015/09/19,1,34,24,40,21,25,65,17
2015/09/20,3,26,15,29,8,17,46,17
2015/09/21,11,65,48,51,20,39,74,33
2015/09/22,5,61,44,53,22,44,88,29
2015/09/23,8,83,57,59,22,43,87,27
2015/09/24,5,71,56,54,26,46,78,12
2015/09/25,6,69,56,58,30,44,79,28
2015/09/26,4,55,31,50,16,31,61,20
2015/09/27,0,34,20,32,13,14,41,18
2015/09/28,5,58,50,63,14,34,85,29
2015/09/29,2,62,37,55,15,34,86,31
2015/09/30,3,69,41,64,17,50,110,23
2015/10/01,2,62,51,57,27,50,102,28
2015/10/02,5,87,44,92,27,69,120,33
2015/10/03,1,49,36,58,17,36,79,26
2015/10/04,0,28,23,31,9,20,41,12
2015/10/05,2,62,45,63,14,42,99,36
2015/10/06,2,61,49,50,14,43,83,24
2015/10/07,2,58,48,60,15,40,90,29
2015/10/08,8,69,42,54,24,45,98,36
2015/10/09,2,86,44,74,19,52,100,29
2015/10/10,4,30,19,33,10,24,59,21
2015/10/11,3,27,11,34,10,21,62,14
2015/10/12,1,59,44,51,13,41,89,32
2015/10/13,1,75,46,61,15,51,98,32
2015/10/14,7,65,46,78,23,56,115,53
2015/10/15,9,66,52,64,21,57,101,42
2015/10/16,8,81,52,54,17,61,103,37
2015/10/17,3,45,21,44,17,34,64,27
2015/10/18,1,28,14,27,5,17,44,25
2015/10/19,3,62,47,47,14,37,92,29
2015/10/20,1,63,38,63,14,68,103,37
2015/10/21,1,10,5,11,2,11,17,2
2015/10/22,0,10,9,14,3,7,17,7
2015/10/23,4,87,55,95,27,80,153,40
2015/10/24,0,43,34,34,25,40,72,20
2015/10/25,0,28,18,32,16,21,57,32
2015/10/26,2,56,51,53,16,41,73,42
2015/10/27,8,57,40,54,16,54,94,47
2015/10/28,2,71,49,62,23,64,108,43
2015/10/29,4,85,40,47,20,55,84,41
2015/10/30,3,67,34,59,24,57,95,38
2015/10/31,3,49,32,36,17,42,63,29
2015/11/01,1,35,26,35,8,26,61,31
2015/11/02,2,58,40,56,23,65,73,39
2015/11/03,0,58,41,59,16,56,99,32
2015/11/04,3,84,58,70,34,77,118,60
2015/11/05,2,76,48,43,38,64,109,47
2015/11/06,0,78,48,59,31,65,115,48
2015/11/07,0,33,29,37,17,36,60,31
2015/11/08,1,25,19,20,7,20,40,18
2015/11/09,0,68,39,47,18,38,73,22
2015/11/10,3,59,49,65,16,55,106,35
2015/11/11,6,67,42,54,21,43,101,57
2015/11/12,3,77,52,70,29,57,102,42
2015/11/13,1,69,39,70,25,68,106,42
2015/11/14,1,44,26,69,12,37,89,20
2015/11/15,0,31,11,64,9,22,76,13
2015/11/16,3,64,32,105,24,37,118,31
2015/11/17,1,67,38,86,25,44,111,30
2015/11/18,2,76,36,96,30,45,119,32
2015/11/19,1,81,41,98,20,62,132,29
2015/11/20,4,78,31,104,28,57,123,27
2015/11/21,3,58,29,66,15,31,76,25
2015/11/22,0,26,14,34,7,18,46,14
2015/11/23,2,45,38,67,14,36,93,20
2015/11/24,3,76,43,94,18,70,131,30
2015/11/25,3,69,49,77,31,60,101,25
2015/11/26,1,44,35,63,17,32,86,23
2015/11/27,0,62,35,64,21,52,89,26
2015/11/28,0,52,36,40,8,23,55,19
2015/11/29,0,27,24,38,9,17,50,19
2015/11/30,6,70,55,74,15,56,111,32
2015/12/01,3,68,58,68,19,70,102,30
2015/12/02,2,57,56,71,27,61,102,25
2015/12/03,1,67,57,86,25,70,125,37
2015/12/04,5,80,56,90,16,71,135,30
2015/12/05,1,39,23,49,11,30,74,21
2015/12/06,0,31,15,41,6,20,55,15
2015/12/07,3,71,54,90,12,54,120,33
2015/12/08,3,64,46,77,20,39,90,30
2015/12/09,5,88,55,107,31,58,147,49
2015/12/10,9,64,39,98,33,78,141,35
2015/12/11,6,71,43,84,36,65,125,36
2015/12/12,1,53,28,43,11,40,72,20
2015/12/13,0,19,16,33,9,21,42,18
2015/12/14,1,71,39,82,24,50,108,38
2015/12/15,4,69,40,82,21,50,113,36
2015/12/16,7,82,41,85,17,64,116,34
2015/12/17,3,58,28,75,21,52,106,37
2015/12/18,1,64,45,80,18,50,105,34
2015/12/19,1,43,19,41,17,37,65,24
2015/12/20,4,25,10,27,8,10,37,21
2015/12/21,1,50,31,65,16,33,80,30
2015/12/22,4,58,36,71,15,33,91,27
2015/12/23,6,52,30,51,13,38,80,34
2015/12/24,3,54,50,45,13,41,79,22
2015/12/25,0,37,28,34,12,16,60,12
2015/12/26,0,27,23,21,10,11,32,6
2015/12/27,0,23,16,27,7,16,42,8
2015/12/28,2,36,30,40,10,34,62,23
2015/12/29,2,53,30,57,15,43,87,26
2015/12/30,7,58,40,60,20,40,87,25
2015/12/31,5,52,30,49,12,38,78,20
2016/01/01,0,35,25,39,10,21,58,9
2016/01/02,2,29,21,31,12,24,43,15
2016/01/03,1,15,12,21,2,12,30,7
2016/01/04,0,45,31,50,9,38,84,35
2016/01/05,2,52,27,53,10,52,88,25
2016/01/06,0,68,43,48,15,44,100,35
2016/01/07,4,56,40,61,20,47,102,29
2016/01/08,2,61,41,74,27,44,114,33
2016/01/09,1,30,25,37,10,31,57,24
2016/01/10,0,23,16,27,6,23,58,14
2016/01/11,3,49,31,59,14,46,81,28
2016/01/12,2,56,33,61,13,39,99,34
2016/01/13,3,77,46,80,23,50,116,45
2016/01/14,3,74,42,82,23,42,110,40
2016/01/15,2,67,42,77,19,46,112,55
2016/01/16,1,39,23,49,14,33,73,42
2016/01/17,3,27,20,44,7,27,65,17
2016/01/18,1,66,33,70,9,25,85,36
2016/01/19,2,54,35,59,21,28,76,41
2016/01/20,1,63,47,85,14,36,115,28
2016/01/21,0,58,47,67,22,50,105,46
2016/01/22,6,72,57,86,24,43,131,39
2016/01/23,2,44,38,44,14,34,54,17
2016/01/24,0,30,38,19,9,16,38,17
2016/01/25,4,54,61,62,13,33,94,47
2016/01/26,0,59,42,73,12,39,97,57
2016/01/27,5,60,41,63,26,47,105,46
2016/01/28,4,68,40,46,15,25,83,50
2016/01/29,4,63,44,62,15,42,96,36
2016/01/30,5,42,28,34,17,34,64,28
2016/01/31,0,22,10,26,11,14,38,28
2016/02/01,2,49,39,64,20,34,75,57
2016/02/02,7,64,39,64,30,55,95,65
2016/02/03,1,52,27,55,20,38,96,36
2016/02/04,3,86,53,50,20,54,104,47
2016/02/05,4,76,40,57,19,32,89,46
2016/02/06,1,41,26,44,9,30,81,33
2016/02/07,0,30,19,37,7,19,49,28
2016/02/08,2,56,41,59,22,27,81,41
2016/02/09,6,56,44,54,17,51,91,44
2016/02/10,8,75,45,58,12,40,96,65
2016/02/11,3,76,48,70,28,67,124,36
2016/02/12,5,65,39,56,21,43,102,34
2017/12/09,0,9,7,16,10,2,16,9
2017/12/10,4,13,12,11,5,7,19,12
2017/12/11,3,35,24,25,15,17,41,28
2017/12/12,1,41,25,36,16,20,41,29
2017/12/13,0,52,43,38,16,22,44,53
2017/12/14,2,51,35,44,20,30,52,35
2017/12/15,1,39,19,32,15,19,45,19
2017/12/16,3,27,20,25,9,13,31,25
2017/12/17,1,20,12,16,7,7,23,12
2017/12/18,3,22,30,16,9,16,47,14
2017/12/19,5,38,32,37,17,22,53,23
2017/12/20,3,47,37,32,24,27,48,27
2017/12/21,2,47,33,37,15,27,47,20
2017/12/22,2,41,37,35,19,22,44,15
2017/12/23,2,24,10,26,15,17,29,13
2017/12/24,0,30,18,32,26,20,37,16
2017/12/25,3,20,15,13,4,10,26,12
2017/12/26,1,26,16,21,6,24,27,13
2017/12/27,2,21,25,22,10,22,28,19
2017/12/28,3,35,25,39,13,30,44,27
2017/12/29,2,48,52,30,12,24,51,22
2017/12/30,2,17,14,15,10,14,23,9
2017/12/31,1,8,5,10,0,11,16,8
2018/01/01,1,23,17,16,3,15,26,7
2018/01/02,1,20,15,14,17,21,25,11
2018/01/03,4,62,24,34,11,24,51,32
2018/01/04,22,61,37,34,14,21,55,33
2018/01/05,13,57,37,33,20,33,53,29
2018/01/06,2,33,14,16,3,22,37,24
2018/01/07,3,14,8,12,3,19,12,8
2018/01/08,4,43,33,30,30,23,57,24
2018/01/09,5,55,50,26,14,18,49,26
2018/01/10,2,58,34,47,16,24,50,34
2018/01/11,5,56,33,27,18,22,56,23
2018/01/12,2,61,46,31,27,32,54,11
2018/01/13,2,23,14,22,16,20,33,9
2018/01/14,7,25,12,12,6,11,29,12
2018/01/15,4,25,16,17,14,11,22,11
2018/01/16,5,50,32,25,24,26,50,17
2018/01/17,4,47,37,30,20,32,54,26
2018/01/18,2,57,40,36,24,38,58,21
2018/01/19,4,58,35,23,25,32,57,22
2018/01/20,1,29,10,30,16,8,35,31
2018/01/21,2,21,14,18,7,14,18,17
2018/01/22,3,58,53,38,24,40,44,35
2018/01/23,1,59,40,32,16,35,56,31
2018/01/24,10,49,37,38,16,30,66,31
2018/01/25,2,53,42,35,17,34,52,22
2018/01/26,5,59,34,40,23,32,63,35
2018/01/27,13,29,28,37,8,12,30,22
2018/01/28,9,23,15,24,2,6,25,9
2018/01/29,2,32,20,29,14,30,38,32
2018/01/30,5,53,34,28,12,20,48,31
2018/01/31,1,54,42,44,18,29,48,33
2018/02/01,2,58,41,45,29,28,50,31
2018/02/02,1,52,21,36,16,30,50,24
2018/02/03,1,26,15,19,12,14,29,12
2018/02/04,0,34,18,23,15,10,24,5
2018/02/05,16,26,29,31,12,24,43,36
2018/02/06,4,45,24,27,13,26,55,20
2018/02/07,2,36,36,31,8,17,57,23
2018/02/08,1,45,25,37,21,37,51,17
2018/02/09,2,55,25,45,28,34,53,23
2018/02/10,2,33,18,22,13,23,42,23
2018/02/11,0,10,7,7,10,12,21,11
2018/02/12,1,31,25,27,12,21,33,21
2018/02/13,6,43,29,40,16,33,58,29
2018/02/14,6,37,22,35,23,18,56,48
2018/02/15,4,58,30,43,21,36,63,26
2018/02/16,6,37,32,44,12,41,58,27
2018/02/17,7,30,12,29,11,21,48,23
2018/02/18,1,29,10,23,12,11,34,17
2018/02/19,5,22,17,27,14,18,30,26
2018/02/20,3,28,20,42,16,26,47,46
2018/02/21,2,39,29,50,17,20,58,36
2018/02/22,0,43,30,37,17,30,60,21
2018/02/23,2,49,28,49,26,39,68,24
2018/02/24,1,28,18,27,10,20,38,19
2018/02/25,0,11,3,13,8,9,10,22
2018/02/26,0,30,23,37,12,14,51,23
2018/02/27,3,36,31,42,23,26,47,21
2018/02/28,7,60,38,35,17,34,66,42
2018/03/01,4,57,28,58,28,32,82,36
2018/03/02,5,50,34,38,16,39,72,29
2018/03/03,1,31,22,22,11,20,44,21
2018/03/04,3,28,13,22,9,13,32,20
2018/03/05,10,41,28,40,12,18,50,31
2018/03/06,2,46,27,35,19,29,56,27
2018/03/07,16,58,52,71,22,27,94,54
2018/03/08,2,63,27,35,19,46,93,43
2018/03/09,3,46,26,38,20,23,64,28
2018/03/10,2,23,16,19,7,10,24,21
2018/03/11,0,19,14,18,15,16,29,23
2018/03/12,1,36,27,42,22,29,62,34
2018/03/13,6,54,43,48,18,40,79,35
2018/03/14,7,47,30,66,32,51,85,44
2018/03/15,10,45,30,54,13,32,91,35
2018/03/16,16,54,35,38,17,32,82,24
2018/03/17,4,33,16,14,10,11,30,18
2018/03/18,0,20,7,19,7,12,29,11
2018/03/19,11,28,25,35,18,30,56,31
2018/03/20,12,52,43,47,17,31,74,46
2018/03/21,11,39,28,31,16,28,59,35
2018/03/22,6,56,42,35,22,47,73,49
2018/03/23,3,45,30,46,19,22,71,25
2018/03/24,2,18,13,28,11,15,42,21
2018/03/25,2,12,10,13,6,8,18,8
2018/03/26,10,35,17,34,10,21,59,36
2018/03/27,5,54,28,41,22,38,79,31
2018/03/28,7,66,26,44,24,36,82,61
2018/03/29,7,44,30,45,24,47,81,41
2018/03/30,3,51,38,34,21,34,71,15
2018/03/31,0,30,16,21,14,31,45,9
2018/04/01,5,21,7,19,1,24,35,9
2018/04/02,4,46,33,40,16,42,65,26
2018/04/03,0,52,23,33,21,28,54,27
2018/04/04,5,54,21,23,15,19,62,29
2018/04/05,5,50,33,51,22,38,77,31
2018/04/06,3,40,27,34,16,25,63,23
2018/04/07,1,23,28,28,7,18,38,21
2018/04/08,0,25,18,26,6,11,31,23
2018/04/09,2,38,23,38,17,16,49,29
2018/04/10,4,39,20,32,13,28,61,49
2018/04/11,9,43,27,40,26,47,71,38
2018/04/12,1,58,37,52,23,43,77,34
2018/04/13,8,43,20,39,16,32,71,38
2018/04/14,3,19,15,34,14,22,54,15
2018/04/15,2,15,6,23,8,6,30,17
2018/04/16,2,33,20,26,11,15,38,20
2018/04/17,7,51,16,33,26,35,66,28
2018/04/18,1,68,52,44,18,32,79,36
2018/04/19,2,40,24,37,18,24,66,36
2018/04/20,3,50,23,38,18,30,66,22
2018/04/21,1,25,15,17,14,13,40,15
2018/04/22,0,25,14,26,9,16,39,19
2018/04/23,12,42,31,50,23,45,70,33
2018/04/24,4,51,22,61,36,37,80,31
2018/04/25,3,49,30,43,30,33,63,38
2018/04/26,3,62,40,50,31,51,76,39
2018/04/27,5,31,32,26,16,28,56,29
2018/04/28,5,18,9,21,9,16,43,23
2018/04/29,0,24,12,15,7,9,21,16
2018/04/30,3,37,17,26,14,26,51,13
2018/05/01,6,33,33,32,20,30,62,39
2018/05/02,2,45,27,41,15,39,72,31
2018/05/03,0,45,33,36,16,40,61,43
2018/05/04,2,43,34,34,22,49,72,33
2018/05/05,1,26,14,33,17,19,48,27
2018/05/06,1,18,13,23,5,10,39,20
2018/05/07,2,39,22,37,8,33,43,25
2018/05/08,8,45,31,53,29,34,71,38
2018/05/09,5,35,30,45,20,39,72,39
2018/05/10,4,49,42,42,23,34,77,27
2018/05/11,3,54,29,40,24,31,70,28
2018/05/12,4,27,20,23,15,15,30,22
2018/05/13,0,21,11,19,5,11,25,12
2018/05/14,7,27,24,41,10,18,57,21
2018/05/15,3,27,21,43,16,39,64,25
2018/05/16,5,37,24,39,21,29,54,23
2018/05/17,4,46,36,37,25,27,64,34
2018/05/18,0,50,29,44,17,25,68,21
2018/05/19,5,22,9,16,11,14,33,10
2018/05/20,1,23,4,10,4,13,19,12
2018/05/21,1,34,18,33,14,29,55,30
2018/05/22,5,37,25,24,15,22,64,33
2018/05/23,2,55,31,41,27,49,71,48
2018/05/24,2,50,33,40,28,32,76,25
2018/05/25,3,42,22,32,16,36,70,27
2018/05/26,0,28,15,22,10,20,34,14
2018/05/27,2,10,10,11,7,9,18,11
2018/05/28,2,27,20,20,8,17,40,22
2018/05/29,1,49,28,27,21,20,47,27
2018/05/30,6,47,31,36,28,38,57,36
2018/05/31,2,45,33,34,35,35,55,31
2018/06/01,3,61,39,47,34,48,87,32
2018/06/02,2,29,13,25,16,21,35,23
2018/06/03,2,24,17,17,6,10,29,18
2018/06/04,3,35,22,30,11,25,47,23
2018/06/05,1,36,23,33,18,27,55,39
2018/06/06,4,42,26,32,16,27,58,34
2018/06/07,4,61,46,34,24,32,75,31
2018/06/08,2,42,23,36,17,29,52,19
2018/06/09,1,21,15,16,8,13,36,13
2018/06/10,0,18,14,13,5,8,22,10
2018/06/11,4,33,24,25,11,19,43,28
2018/06/12,3,45,27,41,23,19,84,26
2018/06/13,6,40,29,38,17,30,59,25
2018/06/14,3,43,22,28,26,29,61,37
2018/06/15,1,35,20,24,24,22,41,23
2018/06/16,1,23,15,14,10,7,22,10
2018/06/17,0,22,8,16,11,13,19,8
2018/06/18,2,49,16,26,13,27,44,19
2018/06/19,5,47,23,35,20,35,63,39
2018/06/20,3,73,32,35,23,32,58,31
2018/06/21,3,70,31,38,32,40,60,27
2018/06/22,2,69,32,39,22,36,59,25
2018/06/23,1,42,8,23,12,22,38,27
2018/06/24,2,21,11,13,2,6,23,9
2018/06/25,0,49,23,37,27,27,48,35
2018/06/26,6,42,24,26,21,20,42,31
2018/06/27,8,78,34,42,32,41,65,48
2018/06/28,6,67,27,53,30,43,73,47
2018/06/29,5,43,22,42,11,24,49,36
2018/06/30,0,28,12,18,7,14,25,13
2018/07/01,1,30,20,22,4,18,26,14
2018/07/02,2,37,24,32,10,27,46,21
2018/07/03,4,42,19,32,19,34,46,26
2018/07/04,2,41,26,33,15,26,55,24
2018/07/05,2,53,36,40,26,29,51,29
2018/07/06,0,58,34,42,26,29,78,25
2018/07/07,0,22,11,22,10,11,34,17
2018/07/08,1,18,13,21,5,14,31,10
2018/07/09,0,42,24,27,10,25,50,22
2018/07/10,3,40,22,40,14,34,61,30
2018/07/11,6,43,41,32,15,29,70,25
2018/07/12,3,46,36,38,21,34,67,30
2018/07/13,9,43,29,39,19,34,74,37
2018/07/14,8,21,10,27,8,10,34,20
2018/07/15,2,8,5,9,8,4,23,12
2018/07/16,8,17,11,27,5,26,37,21
