DATA,ATTACCHI INFORMATICI E INTERNET,MIGRAZIONE,AMBIENTE,TERRORISMO,VIOLENZA DI GENERE E DISCRIMINAZIONE,ORGANIZZAZIONI CRIMINALI,GUERRA E PACE,ELEZIONI
2017/01/10,13,77,64,37,36,168,104,64
2017/01/11,12,73,68,43,35,150,102,65
2017/01/12,11,57,50,26,27,118,83,52
2017/01/13,12,67,54,44,18,118,100,36
2017/01/14,2,41,39,16,11,66,50,18
2017/01/15,10,31,31,17,11,45,40,18
2017/01/16,13,49,34,36,22,75,84,45
2017/01/17,9,68,51,39,32,131,94,64
2017/01/18,15,68,65,43,36,147,109,57
2017/01/19,8,51,52,38,27,107,98,45
2017/01/20,7,63,47,38,27,105,99,69
2017/01/21,11,42,47,22,17,60,48,22
2017/01/22,1,28,43,13,7,48,45,21
2017/01/23,5,67,72,35,24,110,120,36
2017/01/24,8,68,87,50,26,149,153,43
2017/01/25,8,87,74,49,26,139,152,57
2017/01/26,6,107,67,59,28,156,131,64
2017/01/27,8,90,61,40,24,170,92,50
2017/01/28,9,68,29,36,27,72,81,30
2017/01/29,3,97,34,40,19,47,65,22
2017/01/30,3,183,56,80,46,128,113,36
2017/01/31,7,179,55,80,41,166,136,58
2017/02/01,4,126,58,84,30,166,135,58
2017/02/02,3,124,59,68,35,156,119,47
2017/02/03,4,116,40,46,24,159,106,45
2017/02/04,8,71,46,23,12,91,58,19
2017/02/05,2,70,32,30,4,62,62,15
2017/02/06,5,102,46,51,30,85,78,47
2017/02/07,3,108,58,69,30,141,115,54
2017/02/08,4,111,81,63,43,164,112,49
2017/02/09,4,90,81,41,22,110,90,34
2017/02/10,2,92,60,43,20,119,93,33
2017/02/11,2,40,43,16,14,74,47,14
2017/02/12,2,49,40,18,8,46,43,9
2017/02/13,3,67,68,28,17,85,80,43
2017/02/14,11,75,59,32,24,121,88,51
2017/02/15,10,86,58,50,18,153,109,51
2017/02/16,9,99,71,56,19,147,97,53
2017/02/17,5,83,52,42,23,136,80,37
2017/02/18,3,56,42,20,14,76,65,14
2017/02/19,1,34,26,17,9,55,47,20
2017/02/20,2,57,37,38,17,65,58,21
2017/02/21,1,78,56,34,33,124,92,44
2017/02/22,2,90,58,30,37,149,92,43
2017/02/23,2,87,56,32,37,137,94,41
2017/02/24,3,83,55,37,29,157,112,44
2017/02/25,4,55,32,22,16,73,64,23
2017/02/26,2,33,22,23,4,52,48,18
2017/02/27,2,75,34,34,28,87,81,36
2017/02/28,4,81,53,49,23,128,89,34
2017/03/01,9,111,88,64,34,161,132,66
2017/03/02,3,77,52,34,20,154,115,49
2017/03/03,7,72,51,34,23,142,83,49
2017/03/04,8,55,55,19,12,89,71,29
2017/03/05,5,35,31,14,9,47,45,25
2017/03/06,6,80,53,43,29,99,92,35
2017/03/07,12,78,53,46,35,122,104,56
2015/08/02,0,2,1,1,0,1,2,2
2015/08/03,8,65,76,23,11,93,76,23
2015/08/04,6,66,65,35,22,117,88,30
2015/08/05,2,58,54,36,22,123,82,37
2015/08/06,8,50,52,30,17,114,86,39
2015/08/07,4,56,53,28,12,96,88,24
2015/08/08,2,37,36,17,4,77,53,12
2015/08/09,0,34,37,10,6,41,45,11
2015/08/10,2,58,47,19,15,82,67,16
2015/08/11,5,51,48,37,18,134,91,23
2015/08/12,4,44,63,38,18,147,101,30
2015/08/13,4,72,72,33,20,127,86,25
2015/08/14,9,43,56,26,17,87,74,22
2015/08/15,1,39,48,12,11,57,54,8
2015/08/16,1,32,36,17,6,53,50,12
2015/08/17,2,51,50,23,12,102,88,24
2015/08/18,5,48,44,29,18,111,92,29
2015/08/19,5,73,66,46,12,109,84,30
2015/08/20,8,52,55,25,12,93,59,37
2015/08/21,8,58,63,35,13,100,76,20
2015/08/22,4,35,37,19,3,74,46,20
2015/08/23,2,38,38,24,6,38,45,16
2015/08/24,5,61,56,30,17,103,81,24
2015/08/25,10,63,68,32,16,138,80,28
2015/08/26,2,60,67,56,19,152,105,37
2015/08/27,8,49,55,39,23,114,85,32
2015/08/28,4,43,55,38,17,83,69,13
2015/08/29,2,38,30,20,11,65,47,7
2015/08/30,1,45,40,16,8,55,53,9
2015/08/31,6,52,53,34,12,128,62,27
2015/09/01,4,69,62,36,23,171,91,28
2015/09/02,3,58,57,44,18,117,97,24
2015/09/03,6,64,54,43,28,112,91,36
2015/09/04,2,43,35,28,20,68,61,27
2015/09/05,3,33,31,10,13,42,43,12
2015/09/06,1,21,24,11,3,31,34,11
2015/09/07,3,33,33,21,12,40,56,25
2015/09/08,1,16,6,15,6,12,28,12
2015/09/09,4,49,32,46,25,66,69,31
2015/09/10,5,48,35,39,16,67,74,17
2015/09/11,2,35,31,33,16,55,69,28
2015/09/12,0,27,23,20,11,29,38,12
2015/09/13,0,21,28,15,8,24,39,10
2015/09/14,2,44,40,30,21,52,51,23
2015/09/15,2,44,41,25,17,43,52,30
2015/09/16,5,60,42,42,24,72,84,31
2015/09/17,5,42,43,33,15,56,70,26
2015/09/18,3,56,48,33,22,57,64,24
2015/09/19,0,37,22,21,17,62,59,12
2015/09/20,3,17,26,12,7,28,42,12
2015/09/21,6,42,36,19,16,73,57,14
2015/09/22,6,41,37,39,19,70,57,31
2015/09/23,9,64,50,29,28,78,66,23
2015/09/24,0,42,34,28,15,53,54,21
2015/09/25,4,36,40,26,18,31,51,26
2015/09/26,1,33,48,13,9,27,53,15
2015/09/27,0,21,27,13,14,33,35,8
2015/09/28,3,35,31,28,13,45,57,18
2015/09/29,6,46,38,42,13,73,76,29
2015/09/30,4,45,43,49,21,89,85,32
2015/10/01,6,42,43,37,10,54,67,28
2015/10/02,3,45,38,57,11,56,85,26
2015/10/03,0,33,31,26,7,38,43,15
2015/10/04,2,25,22,12,12,26,42,13
2015/10/05,2,39,49,35,11,45,69,24
2015/10/06,4,58,41,43,18,61,86,36
2015/10/07,1,44,29,41,17,45,65,20
2015/10/08,6,46,43,37,15,76,80,26
2015/10/09,3,37,30,33,17,50,61,27
2015/10/10,0,28,31,17,8,27,55,12
2015/10/11,0,18,14,20,6,27,36,9
2015/10/12,5,26,30,30,12,39,62,25
2015/10/13,4,31,21,31,11,51,65,34
2015/10/14,4,26,33,46,14,45,69,24
2015/10/15,6,18,18,24,13,34,60,21
2015/10/16,3,28,30,29,8,39,53,16
2015/10/17,1,26,22,17,7,28,41,11
2015/10/18,0,25,23,21,6,25,39,10
2015/10/19,6,38,40,25,6,58,55,29
2015/10/20,4,45,41,32,14,96,68,24
2015/10/21,3,10,9,8,3,7,19,7
2015/10/22,1,5,9,5,3,8,8,6
2015/10/23,1,43,34,43,15,69,72,28
2015/10/24,0,16,26,15,5,31,34,21
2015/10/25,1,15,23,11,11,34,37,24
2015/10/26,1,36,30,25,10,61,61,30
2015/10/27,4,40,39,34,6,87,80,44
2015/10/28,2,31,33,28,13,66,54,35
2015/10/29,3,34,29,27,13,51,63,29
2015/10/30,2,37,24,21,10,51,51,23
2015/10/31,0,26,23,18,11,40,41,11
2015/11/01,1,18,22,13,9,22,39,17
2015/11/02,4,34,35,38,17,59,55,37
2015/11/03,1,47,24,32,18,85,76,56
2015/11/04,5,60,33,30,33,88,84,98
2015/11/05,0,49,34,32,23,76,63,42
2015/11/06,2,41,33,26,19,66,73,30
2015/11/07,2,25,26,19,5,29,34,14
2015/11/08,1,16,21,7,4,27,31,13
2015/11/09,2,35,23,30,8,54,55,30
2015/11/10,7,45,34,21,19,62,59,33
2015/11/11,4,37,27,23,16,59,71,26
2015/11/12,3,35,21,35,20,56,46,19
2015/11/13,2,36,27,21,17,48,58,27
2015/11/14,0,24,14,36,6,37,49,10
2015/11/15,0,21,17,22,7,18,41,10
2015/11/16,4,67,22,60,15,49,85,20
2015/11/17,4,69,35,67,21,44,76,19
2015/11/18,5,55,35,58,16,61,74,25
2015/11/19,0,51,33,71,27,55,79,15
2015/11/20,2,46,21,40,20,44,60,11
2015/11/21,1,32,19,17,13,24,35,7
2015/11/22,1,24,12,21,8,16,34,13
2015/11/23,2,44,17,44,13,40,64,18
2015/11/24,1,39,21,54,15,56,76,21
2015/11/25,4,39,20,47,12,56,70,15
2015/11/26,3,32,29,13,6,23,35,10
2015/11/27,1,27,23,23,6,31,34,7
2015/11/28,0,20,20,16,7,24,32,2
2015/11/29,0,11,15,8,5,25,20,7
2015/11/30,4,40,34,45,8,39,72,18
2015/12/01,3,41,38,41,15,71,67,22
2015/12/02,0,22,28,46,15,48,62,25
2015/12/03,3,31,25,54,13,37,87,23
2015/12/04,0,25,23,54,8,38,80,12
2015/12/05,0,24,16,30,5,36,56,5
2015/12/06,0,7,4,8,1,6,20,1
2015/12/07,2,24,18,47,8,24,66,12
2015/12/08,3,20,8,46,11,32,56,11
2015/12/09,4,41,28,59,15,37,87,20
2015/12/10,4,44,32,55,24,64,84,17
2015/12/11,2,31,27,47,11,59,70,23
2015/12/12,1,28,23,22,8,40,41,7
2015/12/13,0,18,12,20,5,19,41,8
2015/12/14,2,55,37,44,18,67,80,28
2015/12/15,7,35,27,58,12,78,103,29
2015/12/16,8,46,41,59,18,63,86,32
2015/12/17,8,35,20,48,14,62,82,31
2015/12/18,7,38,26,45,12,49,63,24
2015/12/19,2,17,19,16,4,33,50,19
2015/12/20,0,19,19,16,8,20,38,12
2015/12/21,9,34,26,33,5,47,48,21
2015/12/22,3,45,42,41,16,67,81,21
2015/12/23,7,36,29,34,17,59,62,12
2015/12/24,3,37,35,37,9,43,59,12
2015/12/25,0,29,29,15,11,17,41,9
2015/12/26,0,22,25,11,7,28,35,4
2015/12/27,1,17,28,16,13,22,27,11
2015/12/28,2,32,48,21,8,33,48,16
2015/12/29,4,31,40,42,13,57,62,22
2015/12/30,3,34,37,35,14,38,51,23
2015/12/31,2,39,37,25,17,50,55,23
2016/01/01,1,17,25,14,7,32,45,13
2016/01/02,1,14,19,14,5,20,38,8
2016/01/03,0,16,15,10,6,18,28,13
2016/01/04,3,40,34,38,8,51,65,21
2016/01/05,0,44,38,44,10,64,83,26
2016/01/06,5,39,27,34,11,70,79,36
2016/01/07,3,34,38,33,19,67,75,37
2016/01/08,0,41,34,35,15,84,87,17
2016/01/09,1,18,26,19,9,35,44,9
2016/01/10,1,20,25,12,5,27,35,18
2016/01/11,5,38,32,34,7,50,61,28
2016/01/12,6,47,30,42,9,70,75,34
2016/01/13,2,52,48,40,15,94,93,40
2016/01/14,3,46,37,39,17,58,71,30
2016/01/15,4,41,39,43,9,60,80,36
2016/01/16,0,30,25,14,5,33,39,12
2016/01/17,0,17,27,13,6,21,40,9
2016/01/18,3,26,23,29,11,39,66,23
2016/01/19,2,38,31,29,11,46,65,38
2016/01/20,3,53,59,51,14,67,96,30
2016/01/21,2,44,52,43,16,61,72,37
2016/01/22,1,47,58,27,13,39,51,26
2016/01/23,1,34,46,12,9,35,40,11
2016/01/24,0,27,43,9,2,15,28,13
2016/01/25,3,31,48,34,7,49,54,25
2016/01/26,0,38,49,28,17,57,50,32
2016/01/27,4,47,50,33,18,88,88,42
2016/01/28,6,46,39,32,23,58,79,41
2016/01/29,4,43,35,34,18,68,76,40
2016/01/30,0,29,22,11,9,35,43,18
2016/01/31,1,24,20,8,10,37,31,13
2016/02/01,1,43,43,37,13,60,77,45
2016/02/02,2,37,40,31,14,80,69,51
2016/02/03,2,47,38,29,15,80,83,41
2016/02/04,7,35,32,32,6,64,64,44
2016/02/05,2,45,25,35,13,46,63,20
2016/02/06,0,42,27,18,32,55,61,10
2016/02/07,1,13,26,15,6,19,27,20
2016/02/08,4,31,36,32,11,52,63,38
2016/02/09,7,37,34,30,16,48,62,34
2016/02/10,3,40,29,34,21,54,57,42
2016/02/11,2,44,44,31,21,71,72,35
2016/02/12,1,40,49,28,19,65,70,33
2016/02/13,1,22,30,12,6,34,41,20
2016/02/14,1,23,22,19,9,29,30,18
2016/02/15,0,27,29,25,12,47,65,25
2016/02/16,0,35,21,33,17,51,56,26
2016/02/17,7,49,43,39,26,74,74,36
2016/02/18,11,46,35,38,23,55,80,44
2016/02/19,5,36,23,36,14,57,55,43
2016/02/20,0,23,24,27,13,38,44,26
2016/02/21,2,19,21,17,3,27,37,18
2016/02/22,2,41,23,33,22,57,73,26
2016/02/23,2,45,36,40,12,81,83,44
2016/02/24,2,43,52,56,19,79,72,55
2016/02/25,8,48,52,33,14,56,63,36
2016/02/26,7,40,31,35,14,52,66,34
2016/02/27,1,23,29,21,15,27,49,34
2016/02/28,1,20,14,10,3,37,24,22
2016/02/29,3,36,27,24,18,52,53,45
2016/03/01,0,47,28,44,20,70,59,60
2016/03/02,7,39,24,44,24,59,63,79
2016/03/03,0,35,29,25,20,58,56,45
2016/03/04,4,35,28,24,16,61,70,35
2016/03/05,6,30,24,14,10,45,44,19
2016/03/06,1,24,15,8,4,22,33,12
2016/03/07,2,23,32,26,18,62,53,48
2016/03/08,4,41,24,37,19,68,65,42
2016/03/09,6,47,35,46,18,81,89,54
2016/03/10,3,45,29,32,18,71,56,32
2016/03/11,4,39,36,36,20,52,67,29
2016/03/12,0,30,27,12,5,36,41,23
2016/03/13,0,23,24,10,10,21,26,10
2016/03/14,0,39,36,31,11,56,66,24
2016/03/15,4,40,26,49,21,67,80,43
2016/03/16,3,39,31,41,18,47,69,63
2016/03/17,4,44,29,42,19,64,75,34
2016/03/18,2,32,26,26,8,47,55,26
2016/03/19,1,27,19,14,8,36,43,17
2016/03/20,0,10,14,12,5,18,22,15
2016/03/21,8,30,18,19,9,49,52,26
2016/03/22,3,40,34,50,19,67,85,39
2016/03/23,5,39,29,52,21,74,77,33
2016/03/24,9,44,37,50,18,62,73,45
2016/03/25,5,22,27,33,18,53,65,17
2016/03/26,0,16,15,16,8,24,30,14
2016/03/27,0,12,22,22,2,20,32,12
2016/03/28,1,37,32,27,16,40,50,20
2016/03/29,4,42,30,41,14,68,61,26
2016/03/30,4,32,30,29,19,68,69,27
2016/03/31,7,36,37,50,21,65,92,30
2016/04/01,4,31,29,35,13,43,72,31
2016/04/02,1,30,20,8,9,34,34,14
2016/04/03,1,15,18,13,13,22,31,11
2016/04/04,0,35,39,27,16,59,53,26
2016/04/05,3,36,23,46,24,71,65,48
2016/04/06,7,37,30,48,23,74,68,55
2016/04/07,4,40,31,36,13,63,64,31
2016/04/08,1,23,24,32,14,44,61,18
2017/03/07,3,7,2,1,2,8,7,3
2017/03/08,11,95,64,48,42,148,99,60
2017/03/09,16,86,65,36,28,143,103,46
2017/03/10,6,70,52,45,20,137,78,43
2017/03/11,3,42,31,12,13,68,37,10
2017/03/12,7,44,37,19,15,51,57,25
2017/03/13,2,69,55,22,25,69,73,38
2017/03/14,5,65,62,41,27,99,60,39
2017/03/15,12,74,62,46,18,113,84,39
2017/03/16,9,85,62,49,30,129,100,41
2017/03/17,4,67,59,39,27,139,121,48
2017/03/18,2,44,34,20,12,71,42,10
2017/03/19,0,34,23,13,11,40,42,15
2017/03/20,6,63,61,34,25,105,81,29
2017/03/21,6,83,47,33,25,124,90,40
2017/03/22,5,83,53,63,29,150,105,51
2017/03/23,10,60,44,48,24,138,105,41
2017/03/24,3,55,35,33,19,131,86,37
2017/03/25,1,36,26,15,9,61,53,18
2017/03/26,1,27,25,16,13,51,37,15
2017/03/27,3,60,40,36,20,98,92,34
2017/03/28,8,78,59,36,32,146,95,49
2017/03/29,9,85,59,38,28,130,93,50
2017/03/30,10,67,55,36,25,105,85,43
2017/03/31,3,57,54,30,16,130,87,44
2017/04/01,3,32,36,12,11,61,45,21
2017/04/02,2,32,37,11,9,51,45,12
2017/04/03,4,56,37,28,14,102,60,29
2017/04/04,2,68,47,32,21,128,70,51
2017/04/05,6,68,43,56,19,142,106,66
2017/04/06,1,50,59,45,20,131,98,41
2017/04/07,5,61,37,45,19,133,131,28
2017/04/08,1,41,43,18,8,68,52,16
2017/04/09,0,37,32,16,7,39,36,15
2017/04/10,5,54,34,51,31,97,117,35
2017/04/11,4,63,51,50,27,128,101,37
2017/04/12,7,54,48,42,25,134,112,53
2017/04/13,3,54,40,42,22,160,106,33
2017/04/14,3,64,33,29,16,122,95,27
2017/04/15,4,32,21,16,8,53,62,14
2017/04/16,2,24,32,8,11,44,45,20
2017/04/17,5,63,43,36,20,84,82,33
2017/04/18,3,69,33,47,13,136,86,38
2017/04/19,2,71,32,40,22,119,84,44
2017/04/20,4,60,44,41,22,122,72,46
2017/04/21,7,50,35,37,17,112,76,35
2017/04/22,0,36,44,16,10,72,60,20
2017/04/23,2,34,23,17,9,35,48,16
2017/04/24,3,63,33,33,18,93,72,35
2017/04/25,4,71,46,44,11,123,78,42
2017/04/26,6,78,36,38,21,114,99,29
2017/04/27,3,80,46,39,24,125,103,41
2017/04/28,2,62,46,44,20,181,91,39
2017/04/29,5,49,49,16,8,69,62,18
2017/04/30,1,34,33,17,9,44,39,20
2017/05/01,1,64,57,23,14,94,87,48
2017/05/02,4,68,60,35,14,131,110,49
2017/05/03,5,67,47,50,18,109,101,59
2017/05/04,6,73,44,49,29,117,95,36
2017/05/05,4,64,47,33,20,115,92,35
2017/05/06,4,32,29,21,12,61,52,14
2017/05/07,5,27,31,12,8,37,32,20
2017/05/08,4,67,36,30,20,119,74,34
2017/05/09,9,74,45,45,34,152,95,50
2017/05/10,6,54,63,45,24,125,106,75
2017/05/11,8,55,41,40,29,119,89,49
2017/05/12,6,73,52,32,23,135,80,46
2017/05/13,3,34,30,18,8,64,37,17
2017/05/14,3,30,21,16,7,37,42,17
2017/05/15,4,57,46,38,17,95,74,50
2017/05/16,10,54,46,38,23,123,86,50
2017/05/17,12,66,69,49,22,140,94,58
2017/05/18,7,54,39,38,13,119,77,54
2017/05/19,9,64,39,37,21,123,92,51
2017/05/20,2,40,36,32,18,76,63,22
2017/05/21,2,35,29,22,5,37,51,6
2017/05/22,4,56,47,31,24,83,78,31
2017/05/23,9,69,60,74,20,113,116,44
2017/05/24,5,72,55,52,23,144,118,39
2017/05/25,4,63,57,59,23,125,108,38
2017/05/26,5,61,39,45,17,137,89,26
2017/05/27,3,42,46,26,18,71,66,12
2017/05/28,3,39,33,25,14,53,66,11
2017/05/29,5,43,30,34,15,56,77,30
2017/05/30,5,61,53,49,24,99,101,49
2017/05/31,6,60,46,32,17,115,84,44
2017/06/01,9,56,57,32,26,130,89,44
2017/06/02,6,65,60,33,19,124,71,30
2017/06/03,0,27,35,18,14,64,57,22
2017/06/04,0,37,25,30,9,49,51,17
2017/06/05,4,47,42,50,15,99,80,25
2017/06/06,13,59,46,44,24,118,98,41
2017/06/07,12,46,51,65,17,125,102,58
2017/06/08,6,45,41,29,17,113,86,50
2017/06/09,6,52,48,35,13,126,77,42
2017/06/10,0,34,23,15,15,54,44,12
2016/04/08,0,4,4,3,3,12,4,1
2016/04/09,2,34,40,18,8,42,40,19
2016/04/10,0,24,12,10,6,31,38,12
2016/04/11,3,30,34,18,18,51,56,34
2016/04/12,3,43,34,24,24,72,74,35
2016/04/13,2,43,46,39,29,88,81,36
2016/04/14,4,21,24,19,6,54,39,15
2016/04/15,0,7,7,2,6,6,14,13
2016/04/16,1,6,7,1,0,12,7,6
2016/04/17,0,1,7,1,0,2,4,2
2016/04/18,4,29,29,27,14,67,75,15
2016/04/19,3,58,47,38,29,135,91,45
2016/04/20,4,50,61,46,25,138,84,38
2016/04/21,3,53,57,43,22,135,89,43
2016/04/22,2,58,55,29,18,78,60,30
2016/04/23,2,33,32,21,9,80,43,11
2016/04/24,1,22,22,13,7,43,43,21
2016/04/25,1,46,48,28,15,72,69,42
2016/04/26,3,64,46,48,31,118,94,64
2016/04/27,3,46,49,32,33,151,95,53
2016/04/28,2,44,52,39,28,105,91,46
2016/04/29,2,53,53,21,27,110,71,38
2016/04/30,2,27,32,18,14,63,43,19
2016/05/01,1,30,38,17,15,45,52,27
2016/05/02,0,67,47,29,22,97,89,29
2016/05/03,1,56,57,32,30,138,71,44
2016/05/04,4,63,56,36,33,126,110,59
2016/05/05,0,67,36,29,23,116,78,43
2016/05/06,5,42,41,24,21,104,80,40
2016/05/07,0,37,32,17,13,63,57,21
2016/05/08,0,32,27,11,9,59,52,24
2016/05/09,2,52,52,43,26,100,88,39
2016/05/10,1,58,54,41,34,141,110,55
2016/05/11,5,55,49,46,22,141,106,52
2016/05/12,4,57,50,41,32,140,114,48
2016/05/13,3,49,43,45,31,124,87,45
2016/05/14,0,38,23,11,9,87,47,16
2016/05/15,2,28,33,14,7,36,46,19
2016/05/16,0,49,48,23,18,112,75,35
2016/05/17,4,52,49,27,29,141,108,52
2016/05/18,6,62,53,32,32,138,82,45
2016/05/19,2,47,36,29,23,114,78,44
2016/05/20,4,50,34,30,14,124,92,36
2016/05/21,0,35,34,17,8,61,45,10
2016/05/22,2,16,18,14,7,48,38,10
2016/05/23,9,46,53,43,25,106,94,36
2016/05/24,5,59,52,36,26,143,84,47
2016/05/25,9,51,47,27,33,135,94,40
2016/05/26,11,53,47,45,30,118,107,44
2016/05/27,7,52,42,35,22,98,89,31
2016/05/28,2,38,39,14,7,85,61,8
2016/05/29,4,34,31,11,11,46,53,9
2016/05/30,1,42,35,16,6,69,69,21
2016/05/31,3,47,48,35,21,102,100,37
2016/06/01,8,64,54,35,19,118,98,43
2016/06/02,6,51,50,34,22,118,87,36
2016/06/03,4,74,49,30,20,130,81,30
2016/06/04,2,27,32,19,15,82,74,15
2016/06/05,0,37,34,12,16,55,50,17
2016/06/06,2,64,33,36,24,116,79,39
2016/06/07,2,70,49,35,26,129,93,41
2016/06/08,4,69,56,53,33,112,96,60
2016/06/09,8,54,57,56,17,112,105,46
2016/06/10,5,51,42,27,23,119,100,34
2016/06/11,4,43,42,17,11,64,49,21
2016/06/12,1,32,19,49,45,51,71,8
2016/06/13,1,69,41,77,81,91,110,31
2016/06/14,6,65,52,109,90,138,155,48
2016/06/15,5,70,69,89,58,144,135,45
2016/06/16,4,61,64,82,36,137,142,36
2016/06/17,0,51,40,45,35,77,76,24
2016/06/18,3,39,39,22,19,68,59,19
2016/06/19,0,34,36,24,20,34,48,9
2016/06/20,1,61,56,50,26,122,113,34
2016/06/21,0,61,55,59,32,168,109,44
2016/06/22,4,72,63,56,38,127,112,55
2016/06/23,1,60,50,38,23,108,96,32
2019/04/10,1,6,2,1,2,5,7,4
2019/04/11,1,5,1,6,3,7,9,6
2019/04/12,1,3,3,1,3,3,4,3
2019/04/13,1,3,0,2,1,1,2,2
2019/04/14,1,2,1,2,0,1,3,1
2019/04/15,0,2,1,5,1,4,7,8
2019/04/16,0,1,3,2,1,3,6,5
2019/04/17,1,10,4,11,0,10,14,4
2019/04/18,3,10,3,1,1,3,7,5
2019/04/19,2,4,5,6,2,7,9,7
2019/04/20,0,1,2,2,1,3,3,2
2019/04/21,0,5,1,4,0,1,4,4
2019/04/22,1,1,2,1,0,3,5,3
2019/04/23,1,4,4,6,1,4,10,6
2019/04/24,0,3,1,3,4,8,6,3
2019/04/25,0,6,3,6,5,7,8,8
2019/04/26,1,2,1,4,2,6,8,4
2019/04/27,2,3,3,2,1,3,8,5
2019/04/28,1,4,1,2,0,5,7,6
2019/04/29,0,2,1,6,3,0,6,6
2019/04/30,1,5,5,7,1,5,10,6
2019/05/01,2,7,2,2,1,8,11,7
2019/05/02,2,5,5,8,0,10,14,11
2019/05/03,1,4,0,1,2,7,3,7
2019/05/04,0,2,2,1,3,3,4,4
2019/05/05,0,3,2,4,3,3,3,3
2019/05/06,1,1,3,3,1,4,8,6
2019/05/07,2,4,2,1,4,7,6,4
2019/05/08,0,4,4,5,1,8,11,8
2019/05/09,1,8,3,5,0,3,10,3
2019/05/10,0,8,5,2,1,3,5,5
2019/05/11,0,3,0,2,1,5,5,1
2019/05/12,0,1,2,2,2,4,4,3
2019/05/13,3,2,2,6,2,2,5,9
2019/05/14,1,2,3,4,4,7,6,5
2019/05/15,0,6,4,4,2,2,14,6
2019/05/16,1,0,3,3,0,4,6,8
2019/05/17,0,3,2,4,2,0,4,1
2019/05/18,0,1,1,0,0,0,0,1
2019/05/19,0,2,4,4,0,3,7,6
2019/05/20,2,2,2,8,3,10,9,7
2019/05/21,0,4,1,7,2,4,4,5
2019/05/22,0,7,0,10,6,3,12,11
2019/05/23,0,5,1,4,0,10,10,3
2019/05/24,0,2,2,1,2,1,5,3
2019/05/25,0,2,1,2,0,1,0,0
2019/05/26,1,1,0,1,1,0,2,3
2019/05/27,0,0,1,1,1,1,1,3
2019/05/28,0,1,1,1,0,2,3,1
2019/05/29,0,4,0,1,0,6,2,2
2019/05/30,0,2,0,0,1,2,5,9
2019/05/31,0,3,1,2,0,0,4,1
2019/06/01,0,1,1,0,0,0,0,1
2019/06/02,0,1,0,2,0,0,3,1
2019/06/03,0,4,2,1,0,3,5,2
2019/06/04,3,4,1,3,2,6,10,7
2019/06/05,0,4,1,5,2,4,4,5
2019/06/06,3,2,1,2,1,1,6,3
2019/06/07,0,0,0,1,0,2,1,0
2019/06/08,0,0,0,0,0,0,2,1
2019/06/09,0,1,0,0,0,0,2,2
2019/06/10,0,4,0,2,0,0,4,1
2019/06/11,0,4,4,2,2,2,6,3
2019/06/12,1,1,3,10,4,2,8,6
2019/06/13,0,3,2,5,4,5,11,7
2019/06/14,1,3,1,2,0,5,9,2
2019/06/15,0,0,0,1,0,0,1,2
2019/06/16,2,2,0,2,1,0,1,4
2019/06/17,0,3,0,3,3,2,4,3
2019/06/18,1,6,1,3,0,3,10,6
2019/06/19,1,7,8,10,4,3,11,8
2019/06/20,1,4,6,3,3,3,12,7
2019/06/21,1,2,0,1,3,0,6,5
2019/06/22,0,1,1,3,0,0,5,0
2019/06/23,0,1,2,0,0,2,1,0
2019/06/24,1,3,3,2,3,2,7,2
2019/06/25,0,2,3,6,1,4,9,4
2019/06/26,1,3,2,5,0,4,10,3
2019/06/27,2,6,1,6,2,3,14,13
2019/06/28,0,8,2,5,4,4,9,8
2019/06/29,0,2,1,2,0,3,1,1
2019/06/30,0,7,1,4,4,5,10,2
2019/07/01,0,0,0,2,1,3,7,4
2019/07/02,1,5,1,3,3,2,6,3
2019/07/03,0,1,3,4,0,1,7,2
2019/07/04,0,8,3,9,4,1,15,5
2019/07/05,1,4,1,3,1,2,6,1
2019/07/06,0,1,1,0,1,2,1,1
2019/07/07,1,4,1,6,2,3,9,9
2019/07/08,0,4,2,4,1,2,3,5
2019/07/09,1,3,2,1,0,1,3,4
2019/07/10,1,12,1,4,2,5,7,4
2019/07/11,1,8,3,4,4,3,8,7
2019/07/12,1,2,3,4,5,1,6,7
2019/07/13,0,2,1,1,0,1,2,0
2019/07/14,0,2,0,5,2,4,6,1
2019/07/15,0,4,1,6,4,2,4,4
2019/07/16,0,4,1,4,5,6,3,7
2019/07/17,0,9,3,7,12,6,13,2
2019/07/18,0,6,2,6,7,2,3,2
2019/07/19,1,3,3,5,5,3,8,6
2019/07/20,0,1,0,1,1,2,2,1
2019/07/21,0,3,1,5,3,1,4,2
2019/07/22,0,4,3,6,2,9,8,4
2019/07/23,0,4,2,0,4,5,11,3
2019/07/24,0,1,1,6,4,6,6,4
2019/07/25,0,8,4,17,3,8,20,17
2019/07/26,0,2,1,1,3,3,3,1
2019/07/27,1,2,0,3,2,2,5,3
2019/07/28,2,3,4,3,0,4,4,2
2019/07/29,1,7,4,6,6,5,11,9
2019/07/30,2,11,1,9,10,11,15,11
2019/07/31,1,11,1,9,3,2,14,8
2019/08/01,1,4,3,7,5,4,7,10
2019/08/02,0,10,3,4,3,6,11,6
2019/08/03,0,1,0,0,0,0,1,0
2019/08/04,0,4,1,5,3,0,5,3
2019/08/05,0,8,1,12,4,4,16,5
2019/08/06,1,8,1,6,5,6,17,5
2019/08/07,0,5,2,7,5,3,12,2
2019/08/08,0,5,5,10,3,7,16,8
2019/08/09,0,6,5,9,1,5,14,7
