DATA,ATTACCHI INFORMATICI E INTERNET,MIGRAZIONE,AMBIENTE,TERRORISMO,VIOLENZA DI GENERE E DISCRIMINAZIONE,ORGANIZZAZIONI CRIMINALI,GUERRA E PACE,ELEZIONI
2017/11/18,0,13,7,3,3,9,10,6
2017/11/19,0,12,7,8,0,12,15,1
2017/11/20,0,11,6,6,3,10,19,5
2017/11/21,2,25,9,8,3,14,18,3
2017/11/22,2,26,7,7,4,17,29,3
2017/11/23,2,14,5,4,2,12,10,4
2017/11/24,3,8,7,6,2,5,17,1
2017/11/25,0,13,3,6,1,7,15,3
2017/11/26,0,3,2,2,3,4,7,3
2017/11/27,2,14,7,4,5,11,16,1
2017/11/28,1,15,7,8,3,10,28,5
2017/11/29,2,13,5,10,10,12,16,2
2017/11/30,1,17,11,12,4,18,24,3
2017/12/01,0,17,6,3,4,8,11,4
2017/12/02,0,7,5,7,1,8,11,4
2017/12/03,0,8,5,3,3,5,7,0
2017/12/04,1,17,6,10,2,10,18,5
2017/12/05,0,17,6,8,2,10,16,4
2017/12/06,1,13,3,13,1,7,20,2
2017/12/07,0,6,2,9,6,10,14,4
2017/12/08,0,9,7,12,4,7,19,2
2017/12/09,0,7,3,3,0,5,13,2
2017/12/10,0,5,6,6,2,3,11,0
2017/12/11,1,16,11,11,5,15,25,1
2017/12/12,5,12,6,6,1,10,13,1
2017/12/13,1,17,8,9,4,17,19,3
2017/12/14,2,9,10,12,3,6,15,4
2017/12/15,1,3,5,12,1,10,14,6
2017/12/16,0,4,3,6,0,4,7,1
2017/12/17,0,7,8,3,1,5,12,2
2017/12/18,3,11,8,9,3,13,9,5
2017/12/19,1,18,14,14,4,15,18,6
2017/12/20,2,14,3,2,2,9,12,4
2017/12/21,1,16,7,13,3,16,22,4
2017/12/22,2,10,4,8,1,8,14,4
2017/12/23,0,10,5,4,3,5,10,1
2017/12/24,0,12,8,6,3,10,11,1
2017/12/25,0,4,5,1,1,6,6,2
2017/12/26,0,11,4,5,2,9,14,0
