DATA,ATTACCHI INFORMATICI E INTERNET,MIGRAZIONE,AMBIENTE,TERRORISMO,VIOLENZA DI GENERE E DISCRIMINAZIONE,ORGANIZZAZIONI CRIMINALI,GUERRA E PACE,ELEZIONI
2016/09/13,4,49,21,27,6,47,44,26
2016/09/14,5,40,31,28,11,34,35,12
2016/09/15,0,39,21,24,13,37,42,13
2016/09/16,6,40,17,31,2,38,46,17
2016/09/17,1,22,8,12,5,18,20,6
2016/09/18,1,19,8,13,2,18,31,13
2016/09/19,2,46,15,37,9,38,54,27
2016/09/20,2,55,10,30,12,46,53,22
2016/09/21,3,48,19,33,4,40,50,24
2016/09/22,3,52,22,30,7,35,52,17
2016/09/23,7,36,16,33,16,49,57,25
2016/09/24,4,19,7,13,6,19,21,22
2016/09/25,3,23,7,19,7,16,28,11
2016/09/26,4,43,18,28,10,34,35,31
2016/09/27,1,39,20,23,10,33,40,30
2016/09/28,2,52,21,36,9,34,46,21
2016/09/29,3,38,24,33,8,46,45,19
2016/09/30,3,32,19,33,13,42,44,12
2016/10/01,0,23,12,10,8,15,26,7
2016/10/02,0,20,9,13,2,10,17,5
2016/10/03,3,41,24,29,1,32,39,17
2016/10/04,4,57,18,24,9,37,41,20
2016/10/05,3,55,36,22,18,49,41,27
2016/10/06,4,53,30,30,9,37,38,15
2016/10/07,3,51,41,21,14,35,31,16
2016/10/08,2,31,10,10,6,21,22,18
2016/10/09,0,26,14,13,6,11,24,8
2016/10/10,4,45,17,29,10,34,43,15
2016/10/11,5,36,25,30,13,44,41,11
2016/10/12,3,49,19,31,14,58,47,23
2016/10/13,2,48,16,33,15,33,53,25
2016/10/14,3,38,25,22,9,32,47,21
2016/10/15,0,24,13,20,3,19,19,6
2016/10/16,0,20,9,8,1,14,24,11
2016/10/17,3,51,19,31,6,32,51,15
2016/10/18,3,45,15,31,9,42,50,25
2016/10/19,5,43,18,33,14,42,63,24
2016/10/20,3,53,21,34,6,38,52,27
2016/10/21,8,48,16,32,15,41,47,16
2016/10/22,4,21,6,11,4,14,23,12
2016/10/23,1,18,6,12,4,14,22,11
2016/10/24,5,48,15,23,17,29,40,9
2016/10/25,4,47,15,28,12,49,45,19
2016/10/26,2,46,20,25,10,37,49,19
2016/10/27,4,43,19,25,8,51,41,15
2016/10/28,4,41,15,31,15,43,41,27
2016/10/29,0,26,7,14,6,17,27,16
2016/10/30,0,22,9,5,2,16,9,11
2016/10/31,3,40,25,26,10,45,51,20
2016/11/01,8,45,13,26,14,45,56,15
2016/11/02,5,41,17,34,10,37,55,28
2016/11/03,4,37,17,35,14,47,47,24
2016/11/04,3,43,18,22,15,31,51,23
2016/11/05,1,19,14,12,4,18,24,20
2016/11/06,2,13,11,10,1,16,18,13
2016/11/07,7,47,19,36,8,29,57,46
2016/11/08,2,42,19,25,9,43,43,41
2016/11/09,1,45,30,21,13,37,49,88
2016/11/10,5,42,23,30,13,38,40,54
2016/11/11,0,45,13,22,10,22,55,43
2016/11/12,0,27,9,10,5,19,18,20
2016/11/13,0,21,8,17,1,9,35,16
2016/11/14,2,39,25,26,13,47,59,46
2016/11/15,3,49,20,31,10,39,41,30
2016/11/16,1,45,25,30,13,37,59,25
2016/11/17,0,47,27,28,13,42,43,32
2016/11/18,2,47,17,29,11,39,42,24
2016/11/19,1,22,16,11,7,24,25,16
2016/11/20,1,23,11,11,5,17,21,14
2016/11/21,2,47,24,29,7,40,44,26
2016/11/22,4,52,39,25,9,33,41,19
2016/11/23,4,40,24,31,18,36,32,18
2016/11/24,6,46,18,32,10,37,36,26
2016/11/25,4,40,21,29,11,43,46,16
2016/11/26,1,18,7,16,6,20,19,3
2016/11/27,2,18,10,16,6,16,18,10
2016/11/28,3,43,22,35,15,31,45,24
2016/11/29,4,51,23,29,17,21,43,25
2016/11/30,3,49,19,31,5,40,44,22
2016/12/01,3,51,25,24,11,42,41,26
2016/12/02,4,51,23,35,10,40,44,30
2016/12/03,1,16,5,14,4,16,21,11
2016/12/04,4,16,6,5,3,7,14,14
2016/12/05,2,40,20,28,9,29,37,19
2016/12/06,5,45,17,39,13,38,48,22
2016/12/07,2,42,24,29,4,38,62,20
2016/12/08,3,47,25,32,9,43,52,20
2016/12/09,5,41,18,30,13,40,41,27
2016/12/10,2,23,5,15,2,14,27,13
2016/12/11,2,15,6,7,4,16,19,12
2016/12/12,7,34,16,34,10,30,40,28
2016/12/13,5,46,23,34,15,40,44,24
2016/12/14,3,54,19,38,5,42,52,19
2016/12/15,8,44,19,33,6,32,54,18
2016/12/16,10,52,23,32,7,32,34,26
2016/12/17,3,26,4,15,5,21,25,10
2016/12/18,1,22,5,13,1,14,19,6
2016/12/19,3,32,21,29,5,32,40,7
2016/12/20,2,45,20,38,9,39,45,14
2016/12/21,3,54,13,31,7,43,55,17
2016/12/22,1,36,15,27,7,27,34,10
2016/12/23,4,46,21,23,11,25,29,11
2016/12/24,0,21,12,14,2,16,25,10
2016/12/25,0,18,16,8,4,10,20,6
2016/12/26,0,13,15,11,6,13,15,1
2016/12/27,1,24,11,15,3,14,34,14
2016/12/28,6,33,7,22,7,33,39,9
2016/12/29,3,28,17,25,1,22,34,10
2016/12/30,3,33,18,23,6,19,33,16
2016/12/31,1,22,11,15,3,17,18,11
2017/01/01,2,31,5,14,4,19,20,4
2017/01/02,1,19,14,20,5,24,24,10
2017/01/03,4,31,21,21,7,23,33,17
2017/01/04,1,34,19,30,8,38,42,12
2017/01/05,4,36,22,24,6,46,40,16
2017/01/06,12,38,23,21,10,46,39,17
2017/01/07,9,11,5,9,6,10,13,12
2017/01/08,2,19,13,12,4,16,25,13
2017/01/09,6,43,18,31,12,40,43,23
2017/01/10,9,58,21,35,12,45,51,31
2017/01/11,8,49,30,29,7,45,48,27
2017/01/12,11,46,31,33,7,33,44,35
2017/01/13,5,67,36,34,8,47,55,26
2017/01/14,4,29,9,8,2,16,23,8
2017/01/15,1,18,9,4,1,12,23,9
2017/01/16,6,45,22,31,10,34,41,39
2017/01/17,4,51,21,39,9,45,45,23
2017/01/18,6,49,27,40,19,32,54,32
2017/01/19,2,45,27,31,10,40,44,33
2017/01/20,2,47,29,28,12,39,25,27
2017/01/21,2,22,15,13,8,20,25,20
2017/01/22,1,17,8,10,2,9,21,8
2017/01/23,5,49,17,24,4,44,38,12
2017/01/24,5,53,22,26,10,34,31,21
2017/01/25,3,55,25,31,15,47,50,22
2017/01/26,2,49,20,30,12,33,47,26
2017/01/27,1,32,22,48,14,24,42,21
2017/01/28,0,22,11,16,1,17,23,9
2017/01/29,0,28,7,15,13,12,22,6
2017/01/30,0,59,12,32,14,30,43,14
2017/01/31,0,73,13,38,15,38,45,19
2017/02/01,6,53,12,33,12,31,49,26
2017/02/02,1,49,21,33,13,42,39,23
2017/02/03,7,47,35,32,7,33,49,18
2017/02/04,4,20,10,17,5,20,27,8
2017/02/05,1,21,9,12,5,21,22,6
2017/02/06,5,46,10,23,6,33,37,14
2017/02/07,0,51,18,39,14,39,56,23
2017/02/08,0,52,25,37,11,43,49,19
2017/02/09,3,47,17,35,12,42,58,23
2017/02/10,3,58,20,29,9,43,43,16
2017/02/11,1,23,4,9,3,17,21,10
2017/02/12,2,22,9,8,3,14,20,8
2017/02/13,2,63,26,31,7,49,34,14
2017/02/14,4,40,14,25,12,35,44,18
2017/02/15,6,39,11,29,12,48,37,28
2017/02/16,2,44,14,32,10,35,36,17
2017/02/17,4,56,23,30,12,34,58,23
2017/02/18,0,21,7,12,5,20,20,9
2017/02/19,0,21,8,11,3,16,22,3
2017/02/20,3,33,20,26,8,25,45,13
2017/02/21,4,34,17,38,19,35,35,15
2017/02/22,3,51,19,30,16,42,39,21
2017/02/23,5,48,24,38,16,51,57,28
2017/02/24,1,42,20,30,19,37,51,26
2017/02/25,0,32,6,21,5,20,30,14
2017/02/26,1,25,10,18,8,19,28,5
2017/02/27,5,38,16,30,17,43,39,24
2017/02/28,3,38,22,41,8,41,45,16
2017/03/01,1,44,17,31,12,34,54,24
2017/03/02,6,30,19,27,10,42,42,24
2017/03/03,6,43,15,26,17,37,38,23
2017/03/04,2,24,5,8,8,16,17,20
2017/03/05,1,22,13,11,3,17,21,15
2017/03/06,5,47,17,29,12,36,41,13
2017/03/07,3,48,23,29,14,43,39,21
2017/03/08,7,51,12,30,15,43,38,13
2017/03/09,3,60,18,24,12,39,41,23
2017/03/10,2,34,39,26,18,50,51,24
2017/03/11,0,22,12,15,3,17,20,15
2017/03/12,2,21,5,7,2,13,15,15
2017/03/13,3,36,19,29,9,37,40,23
2017/03/14,3,41,22,27,11,40,39,27
2017/03/15,7,44,20,23,6,32,29,19
2017/03/16,3,41,23,23,8,37,44,23
2017/03/17,2,39,20,25,14,43,47,13
2017/03/18,1,18,7,11,5,15,18,11
2017/03/19,2,20,7,18,5,20,24,12
2017/03/20,3,33,11,33,12,34,42,22
2017/03/21,2,46,13,41,19,39,51,25
2017/03/22,5,45,21,48,10,41,56,19
2017/03/23,0,42,14,51,4,41,42,14
2017/03/24,3,40,15,42,8,34,41,22
2017/03/25,0,18,7,18,3,20,26,10
2017/03/26,0,17,16,25,4,25,34,12
2017/03/27,4,38,15,30,11,41,33,9
2017/03/28,0,41,20,34,8,41,35,17
2017/03/29,3,44,23,36,4,48,37,18
2017/03/30,4,40,25,38,10,37,29,14
2017/03/31,6,36,18,32,11,34,44,16
2017/04/01,1,22,14,9,4,21,22,4
2017/04/02,1,16,11,11,5,20,16,3
2017/04/03,4,53,26,33,7,40,41,8
2017/04/04,1,38,21,30,11,39,40,11
2017/04/05,2,56,20,37,14,32,42,19
2017/04/06,1,52,23,25,7,34,42,18
2017/04/07,1,34,13,30,2,41,50,16
2017/04/08,0,19,4,12,5,18,26,7
2017/04/09,1,20,3,12,1,20,21,5
2017/04/10,4,25,9,25,10,29,39,16
2017/04/11,4,32,18,26,8,29,45,14
2017/04/12,2,41,16,19,7,37,43,20
2017/04/13,2,28,14,26,10,29,34,18
2017/04/14,0,18,8,17,10,21,38,10
2017/04/15,1,18,8,14,1,14,29,5
2017/04/16,1,24,12,10,3,13,19,6
2017/04/17,2,21,9,16,0,20,18,10
2017/04/18,2,38,20,23,4,45,33,61
2017/04/19,2,47,9,20,4,30,34,55
2017/04/20,1,43,10,39,10,32,42,53
2017/04/21,7,37,12,38,11,39,65,47
2017/04/22,0,24,10,10,4,13,13,19
2017/04/23,2,21,12,26,7,11,24,22
2017/04/24,3,37,14,31,8,33,36,56
2017/04/25,1,32,17,29,8,33,39,38
2017/04/26,3,31,27,35,8,40,48,44
2017/04/27,6,47,19,40,15,44,64,50
2017/04/28,1,30,12,29,10,33,49,32
2017/04/29,0,12,9,8,3,13,19,21
2017/04/30,0,16,12,6,1,17,14,14
2017/05/01,1,28,5,16,6,24,28,35
2017/05/02,3,39,16,26,5,33,52,45
2017/05/03,3,35,18,25,4,43,41,37
2017/05/04,1,34,14,25,7,36,45,35
2017/05/05,4,31,16,27,11,42,40,68
2017/05/06,1,15,8,11,5,13,21,27
2017/05/07,2,22,8,13,4,8,15,23
2017/05/08,4,41,21,25,8,33,43,66
2017/05/09,3,48,22,43,8,42,50,61
2017/05/10,2,34,15,28,11,27,38,46
2017/05/11,3,44,21,24,5,37,46,63
2017/05/12,9,37,13,25,7,32,39,44
2017/05/13,17,39,7,11,3,16,22,19
2017/05/14,10,21,3,11,4,18,15,20
2017/05/15,23,46,15,20,11,40,41,46
2017/05/16,13,43,25,32,7,47,49,52
2017/05/17,4,45,14,35,14,43,50,61
2017/05/18,4,46,16,29,5,47,35,55
2017/05/19,6,48,17,29,11,38,45,52
2017/05/20,3,13,11,10,5,11,23,20
2017/05/21,0,13,9,14,4,21,14,22
2017/05/22,3,29,23,31,14,39,32,62
2017/05/23,4,40,11,67,10,36,69,20
2017/05/24,3,39,20,58,9,30,70,34
2017/05/25,4,41,14,59,6,37,65,34
2017/05/26,2,36,17,48,6,31,55,40
2017/05/27,1,21,9,35,3,24,33,15
2017/05/28,1,25,10,19,5,15,22,17
2017/05/29,3,31,12,32,6,30,43,29
2017/05/30,2,41,22,30,8,35,35,40
2017/05/31,5,30,20,30,4,27,39,45
2017/06/01,6,41,33,34,10,32,51,61
2017/06/02,2,36,20,39,15,36,38,55
2017/06/03,2,20,13,14,3,24,22,23
2017/06/04,1,18,4,40,8,19,37,20
2017/06/05,5,43,15,78,11,34,57,46
2017/06/06,2,44,20,55,5,46,62,62
2017/06/07,4,33,23,51,5,40,66,61
2017/06/08,2,21,24,32,3,36,48,39
2017/06/09,3,26,21,28,5,28,38,136
2017/06/10,0,15,5,17,5,20,33,35
2017/06/11,0,21,10,19,8,18,18,27
2017/06/12,1,35,15,31,8,41,35,56
2017/06/13,2,53,22,33,7,33,43,55
2017/06/14,0,35,18,28,6,35,40,32
2017/06/15,6,34,15,37,10,40,36,36
2017/06/16,4,51,11,16,9,29,38,23
2017/06/17,1,30,9,14,4,15,25,6
2017/06/18,0,29,14,10,2,18,27,9
2017/06/19,2,47,18,36,5,45,44,19
2017/06/20,6,69,28,40,12,56,53,32
2017/06/21,4,40,20,29,10,38,42,34
2017/06/22,4,43,14,31,10,25,42,26
2017/06/23,10,49,13,30,11,36,44,19
2017/06/24,2,28,12,13,5,11,30,5
2017/06/25,5,27,7,10,6,22,19,7
2017/06/26,1,39,10,24,9,35,44,22
2017/06/27,4,36,12,27,12,38,44,20
2017/06/28,7,35,16,23,6,36,32,15
2017/06/29,7,31,24,25,8,34,51,15
2017/06/30,3,48,16,30,13,38,36,22
2017/07/01,0,22,8,10,9,21,23,9
2017/07/02,1,17,10,10,3,16,21,10
2017/07/03,3,35,19,32,11,36,46,15
2017/07/04,3,37,17,21,7,41,36,10
2017/07/05,6,42,21,28,12,37,56,20
2017/07/06,6,37,20,29,11,38,47,10
2017/07/07,4,28,13,31,7,38,52,15
2017/07/08,2,19,13,15,10,10,22,7
2017/07/09,1,23,11,9,4,18,26,11
2017/07/10,6,30,13,28,14,39,45,25
2017/07/11,5,33,14,23,18,43,45,18
2017/07/12,4,41,15,18,11,29,33,23
2017/07/13,3,36,15,22,8,25,33,21
2017/07/14,1,39,16,30,9,43,42,14
2017/07/15,0,11,4,9,2,18,18,3
2017/07/16,0,15,11,10,9,16,15,9
2017/07/17,9,28,16,26,10,30,27,22
2017/07/18,4,38,20,21,6,26,25,19
2017/07/19,0,48,23,21,15,42,28,24
2017/07/20,1,34,19,26,12,39,36,31
2017/07/21,2,50,19,26,13,30,43,19
2017/07/22,3,11,7,7,6,13,20,9
2017/07/23,3,21,13,9,7,23,20,10
2017/07/24,8,42,28,27,7,31,31,22
2017/07/25,12,36,21,26,12,28,27,16
2017/07/26,7,34,20,23,16,38,36,17
2017/07/27,7,48,18,22,22,39,43,22
2017/07/28,5,31,10,16,9,41,39,15
2017/07/29,5,18,2,6,7,14,19,10
2017/07/30,2,19,10,12,5,20,30,11
2017/07/31,5,32,9,16,9,29,48,20
2017/08/01,3,42,19,20,10,31,22,16
2017/08/02,4,42,15,27,11,34,39,26
2017/08/03,2,54,15,27,19,38,31,25
2017/08/04,3,29,17,26,9,39,20,18
2017/08/05,4,23,15,11,8,15,19,10
2017/08/06,0,16,4,11,4,14,18,1
2017/08/07,4,31,20,24,8,35,40,15
2017/08/08,3,32,13,15,9,33,36,16
2017/08/09,10,30,22,14,9,46,42,20
2017/08/10,3,50,25,22,11,42,34,14
2017/08/11,4,42,10,21,9,38,37,19
2017/08/12,0,15,4,10,3,20,22,6
2017/08/13,0,20,8,13,5,27,23,10
2017/08/14,5,29,13,28,10,40,38,10
2017/08/15,2,34,28,24,10,33,27,11
2017/08/16,3,38,23,29,14,33,43,15
2017/08/17,2,39,18,38,12,27,44,13
2017/08/18,2,30,20,40,9,34,42,17
2017/08/19,0,15,9,16,4,24,14,3
2017/08/20,0,14,8,19,9,24,21,7
2017/08/21,4,45,36,40,7,35,57,11
2017/08/22,3,25,24,24,9,42,45,5
2017/08/23,1,50,25,27,9,42,51,22
2017/08/24,2,45,20,23,15,42,38,14
2017/08/25,3,41,18,31,12,46,37,12
2017/08/26,1,21,16,11,6,19,18,4
2017/08/27,0,24,13,9,3,18,22,5
2017/08/28,1,33,18,10,7,24,31,11
2017/08/30,2,23,11,8,0,17,18,7
2017/08/31,3,44,26,29,6,29,34,17
2017/09/01,3,45,26,19,11,36,38,21
2017/09/02,1,20,15,7,4,19,19,8
2017/09/03,1,15,21,6,4,6,23,6
2017/09/04,3,44,21,27,5,29,40,10
2017/09/05,3,47,23,29,15,38,36,15
2017/09/06,2,48,31,23,11,34,47,17
2017/09/07,2,42,31,27,16,30,43,12
2017/09/08,2,40,32,16,10,27,42,12
2017/09/09,1,16,21,6,6,13,21,6
2017/09/10,0,27,21,8,5,17,16,3
2017/09/11,1,48,40,30,16,42,48,18
2017/09/12,4,44,25,30,12,38,42,20
2017/09/13,3,47,23,22,12,39,34,21
2017/09/14,5,48,29,21,14,34,52,12
2017/09/15,1,43,22,32,7,31,52,11
2017/09/16,1,21,11,16,5,21,27,8
2017/09/17,1,24,4,11,5,15,17,9
2017/09/18,3,44,33,29,6,46,52,17
2017/09/19,2,43,22,39,5,33,42,19
2017/09/20,6,40,29,28,10,30,52,16
2017/09/21,6,50,26,23,9,39,48,21
2017/09/22,1,48,20,19,5,34,54,13
2017/09/23,1,14,10,5,1,19,17,6
2017/09/24,0,17,7,14,5,18,16,11
2017/09/25,5,44,21,30,6,36,32,16
2017/09/26,3,30,27,27,12,41,37,19
2017/09/27,0,38,18,33,17,45,40,26
2017/09/28,1,29,28,30,18,41,43,21
2017/09/29,4,33,21,21,18,33,34,19
2017/09/30,0,17,7,7,3,23,11,8
2017/10/01,0,15,7,14,2,21,16,15
2017/10/02,4,37,16,36,9,39,44,25
2017/10/03,4,35,19,38,7,26,53,29
2017/10/04,0,31,14,30,7,38,45,19
2017/10/05,1,32,12,30,5,38,38,16
2017/10/06,4,36,21,31,11,30,44,25
2017/10/07,1,13,5,12,1,18,16,8
2017/10/08,0,11,5,12,2,16,18,10
2017/10/09,2,31,15,31,8,33,33,16
2017/10/10,4,35,28,24,8,36,39,26
2017/10/11,2,36,28,17,11,34,25,19
2017/10/12,3,40,25,26,5,43,47,18
2017/10/13,3,38,23,13,9,31,33,11
2017/10/14,1,22,11,7,3,15,16,6
2017/10/15,1,14,14,15,2,16,15,6
2017/10/16,3,35,25,32,15,37,36,20
2017/10/17,2,47,28,37,10,46,45,18
2017/10/18,2,41,20,25,11,38,33,14
2017/10/19,1,41,26,32,11,34,41,24
2017/10/20,3,43,18,31,12,43,39,22
2017/10/21,0,11,10,12,4,17,18,7
2017/10/22,0,7,12,8,2,18,14,5
2017/10/23,3,38,19,28,8,37,41,14
2017/10/24,4,38,22,28,6,47,36,22
2017/10/25,2,45,17,29,15,43,31,24
2017/10/26,2,37,18,28,13,41,45,21
2017/10/27,3,37,12,20,8,41,33,24
2017/10/28,2,12,3,11,5,16,15,11
2017/10/29,0,19,9,9,6,18,18,7
2017/10/30,2,32,24,26,14,38,40,26
2017/10/31,5,34,18,21,17,45,36,24
2017/11/01,3,47,17,38,11,48,44,33
2017/11/02,1,36,17,30,7,41,46,18
2017/11/03,2,39,13,28,9,36,50,22
2017/11/04,1,18,8,16,3,26,22,8
2017/11/05,0,19,6,6,7,16,14,6
2017/11/06,1,44,11,29,3,43,35,15
2017/11/07,4,34,19,33,12,51,45,18
2017/11/08,3,30,12,26,11,31,51,20
2017/11/09,1,30,18,28,17,54,34,24
2017/11/10,3,31,12,29,12,42,45,11
2017/11/11,0,16,5,12,5,23,25,7
2017/11/12,3,9,9,12,4,23,34,5
2017/11/13,1,33,26,29,15,34,46,18
2017/11/14,5,41,20,30,16,50,51,26
2017/11/15,2,35,20,25,22,42,44,21
2017/11/16,4,51,27,22,18,37,39,22
2017/11/17,5,40,20,28,21,43,48,21
2017/11/18,2,24,10,7,1,14,21,5
2017/11/19,0,19,12,9,4,18,22,7
2017/11/20,3,41,13,21,11,34,34,20
2017/11/21,3,53,22,26,13,45,49,21
2017/11/22,5,44,24,24,6,46,39,21
2017/11/23,1,42,19,23,12,38,38,13
2017/11/24,1,38,17,22,10,37,39,17
2017/11/25,0,12,9,9,7,23,22,5
2017/11/26,0,12,9,13,4,17,21,5
2017/11/27,5,27,25,26,10,43,38,18
2017/11/28,3,47,23,28,14,40,53,26
2017/11/29,10,43,18,30,9,48,51,16
2017/11/30,4,42,20,36,8,33,37,13
2017/12/01,2,49,17,30,3,40,52,14
2017/12/02,1,16,5,5,4,17,18,10
2017/12/03,2,16,10,6,0,10,13,5
2017/12/04,1,29,15,23,10,31,39,16
2017/12/05,3,41,28,28,14,44,45,17
2017/12/06,3,34,16,25,8,37,41,17
2017/12/07,2,36,18,33,14,39,52,16
2017/12/08,1,39,18,18,6,35,34,13
2017/12/09,0,8,7,8,1,13,17,2
2017/12/10,2,21,19,8,3,12,19,5
2017/12/11,1,33,25,18,13,33,28,16
2017/12/12,2,49,36,31,13,38,34,21
2017/12/13,6,36,17,28,14,46,43,31
2017/12/14,4,37,24,43,16,39,40,24
2017/12/15,2,43,11,28,6,30,30,19
2017/12/16,1,16,10,7,1,16,19,6
2017/12/17,0,24,13,12,2,20,21,9
2017/12/18,3,39,19,17,8,37,34,15
2017/12/19,7,53,17,31,17,47,35,20
2017/12/20,1,33,23,26,6,49,39,15
2017/12/21,4,26,11,28,6,39,34,16
2017/12/22,3,34,14,23,9,33,38,16
2017/12/23,0,21,8,7,2,19,16,5
2017/12/24,0,27,11,13,4,20,18,6
2017/12/25,0,16,16,15,2,8,19,9
2017/12/26,0,20,7,9,5,19,19,5
2017/12/27,1,24,17,17,2,27,27,12
2017/12/28,2,39,18,19,8,28,23,13
2017/12/29,3,21,11,19,5,19,26,18
2017/12/30,1,20,11,11,5,23,16,9
2017/12/31,0,18,11,12,2,16,15,11
2018/01/01,0,14,11,18,1,25,17,9
2018/01/02,0,29,13,16,7,37,25,9
2018/01/03,4,37,21,15,8,32,41,12
2018/01/04,4,39,20,25,12,45,32,21
2018/01/05,3,32,26,24,9,37,26,13
2018/01/06,1,18,6,3,4,16,12,5
2018/01/07,1,17,13,9,5,15,17,8
2018/01/08,2,43,16,25,17,38,36,23
2018/01/09,1,48,33,29,12,38,27,17
2018/01/10,4,60,21,31,20,42,47,22
2018/01/11,1,46,20,18,4,38,24,16
2018/01/12,2,48,22,29,17,39,37,17
2018/01/13,1,13,13,7,4,19,19,6
2018/01/14,0,18,10,7,8,14,20,8
2018/01/15,3,39,22,24,15,35,34,8
2018/01/16,2,38,24,20,13,47,35,13
2018/01/17,1,29,20,19,11,38,38,12
2018/01/18,5,45,27,29,11,34,39,18
2018/01/19,3,36,19,25,10,52,37,12
2018/01/20,0,15,8,6,1,19,16,5
2018/01/21,1,24,9,10,5,12,22,8
2018/01/22,3,39,25,26,10,28,42,11
2018/01/23,2,45,30,24,6,44,37,12
2018/01/24,2,24,17,24,5,37,46,21
2018/01/25,2,43,18,25,9,43,30,15
2018/01/26,3,28,16,31,12,38,38,16
2018/01/27,2,15,6,18,3,16,27,9
2018/01/28,2,18,9,11,7,24,23,8
2018/01/29,2,41,18,24,12,44,43,22
2018/01/30,4,46,16,23,16,35,38,32
2018/01/31,0,45,15,27,10,51,34,11
2018/02/01,0,51,17,26,9,43,32,17
2018/02/02,1,37,13,24,8,38,39,20
2018/02/03,0,21,3,12,4,26,25,5
2018/02/04,1,24,11,5,4,16,15,5
2018/02/05,5,32,10,27,8,36,34,11
2018/02/06,3,42,11,27,7,43,52,20
2018/02/07,1,39,24,21,15,37,26,17
2018/02/08,2,37,13,22,17,40,40,14
2018/02/09,1,25,18,17,7,42,20,8
2018/02/10,0,14,10,14,7,16,17,9
2018/02/11,1,19,12,7,3,22,12,6
2018/02/12,1,42,15,11,8,30,27,10
2018/02/13,1,33,25,19,10,39,33,12
2018/02/14,3,32,17,17,8,43,33,14
2018/02/15,1,40,13,18,11,44,28,8
2018/02/16,3,38,17,28,9,40,32,6
2018/02/17,1,23,11,5,5,17,17,10
2018/02/18,0,15,5,5,3,14,14,5
2018/02/19,2,35,14,30,12,48,40,10
2018/02/20,2,37,21,31,7,39,44,16
2018/02/21,4,32,23,20,10,40,32,15
2018/02/22,1,48,15,22,11,41,50,13
2018/02/23,1,44,14,29,13,42,39,11
2018/02/24,0,20,10,9,0,19,19,2
2018/02/25,0,15,11,11,2,19,16,6
2018/02/26,2,41,19,19,13,21,30,14
2018/02/27,1,42,33,35,10,28,38,13
2018/02/28,2,49,29,19,14,31,36,16
2018/03/01,5,51,50,24,11,42,39,12
2018/03/02,1,65,48,33,17,43,55,14
2018/03/03,0,28,28,7,2,21,20,7
2018/03/04,0,28,20,11,4,16,21,7
2018/03/05,2,34,29,23,6,27,28,16
2018/03/06,4,41,21,17,8,40,42,14
2018/03/07,1,50,21,26,12,44,37,13
2018/03/08,3,44,15,27,15,38,45,14
2018/03/09,2,25,16,24,9,32,31,16
2018/03/10,2,13,13,14,5,28,30,2
2018/03/11,0,11,7,9,4,16,14,5
2018/03/12,1,38,12,20,10,41,45,14
2018/03/13,3,33,22,18,9,34,44,14
2018/03/14,1,46,15,26,9,40,43,17
2018/03/15,4,24,19,16,6,34,48,8
2018/03/16,3,44,16,31,12,43,43,18
2018/03/17,0,22,17,9,4,20,26,4
2018/03/18,1,19,14,5,6,12,22,8
2018/03/19,3,34,16,16,9,40,40,32
2018/03/20,2,43,19,27,11,38,43,23
2018/03/21,8,38,17,18,10,38,42,16
2018/03/22,5,27,13,37,14,39,36,23
2018/03/23,5,37,10,26,3,28,35,24
2018/03/24,3,16,6,14,6,15,31,4
2018/03/25,0,15,5,13,1,20,26,10
2018/03/26,4,27,20,21,12,43,36,9
2018/03/27,4,36,10,21,17,42,44,15
2018/03/28,4,37,12,28,18,37,40,21
2018/03/29,2,24,11,22,12,32,35,17
2018/03/30,1,32,11,19,6,23,33,13
2018/03/31,0,22,5,18,4,20,28,5
2018/04/01,4,20,7,15,4,28,24,2
2018/04/02,0,30,11,20,8,17,21,12
2018/04/03,0,26,16,14,6,32,24,10
2018/04/04,0,42,9,25,10,36,34,14
2018/04/05,2,32,12,21,8,32,36,11
2018/04/06,2,29,11,18,4,48,34,13
2018/04/07,1,18,4,11,3,21,14,4
2018/04/08,0,11,7,6,4,16,17,3
2018/04/09,2,28,11,18,9,36,30,25
2018/04/10,3,24,15,21,4,32,41,16
2018/04/11,3,23,15,13,3,31,33,7
2018/04/12,2,33,13,28,6,39,56,11
2018/04/13,1,31,17,23,12,56,39,12
2018/04/14,1,14,12,11,4,16,46,6
2018/04/15,2,14,11,10,5,20,21,3
2018/04/16,5,39,19,14,12,39,36,9
2018/04/17,8,46,13,16,11,25,36,14
2018/04/18,1,31,12,22,8,34,41,13
2018/04/19,2,40,17,28,9,44,32,15
2018/04/20,5,40,12,28,11,50,47,10
2018/04/21,0,13,7,9,2,13,19,5
2018/04/22,0,15,8,13,5,16,15,8
2018/04/23,5,35,16,25,9,38,33,14
2018/04/24,3,42,13,20,8,59,47,17
2018/04/25,5,48,12,25,15,51,44,15
2018/04/26,4,48,14,18,10,43,40,15
2018/04/27,3,40,18,18,4,31,33,13
2018/04/28,1,8,6,4,4,12,17,5
2018/04/29,1,26,10,6,2,16,17,13
2018/04/30,1,48,13,25,9,27,36,15
2018/05/01,4,48,21,25,15,38,53,27
2018/05/02,2,47,21,22,11,39,35,29
2018/05/03,3,37,13,15,12,30,40,26
2018/05/04,2,49,29,26,9,37,37,46
2018/05/05,0,15,8,8,5,19,24,10
2018/05/06,0,9,7,8,3,14,19,9
2018/05/07,0,25,15,15,3,22,21,18
2018/05/08,1,41,12,21,8,24,37,11
2018/05/09,3,37,19,24,11,28,43,15
